No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
NOLSM856778916168,1,Etching,180.217634,1402.943615,3635.975751,5711.024402,71.539776,52.099765,1.052932,19,2,07-03-2026
NOLSM44129024805,1,Etching,241.233071,1372.130374,3637.015664,5703.946158,71.546915,52.172156,1.053867,19,3,07-03-2026
NOLSM15950491085,2,Etching,210.586178,1447.926733,3646.044484,5693.989808,71.69709,52.321199,1.058042,19,4,07-03-2026
NOLSM98868027,3,Etching,136.008525,1428.623873,3640.038082,5721.074739,71.605961,52.374879,1.058896,19,5,07-03-2026
NOLSM7233499363,3,Etching,197.309548,1388.051971,3641.065617,5725.95862,71.558859,51.698173,1.041941,19,6,07-03-2026
NOLSM0475330902,2,Etching,187.005094,1388.885415,3645.109905,5729.088743,71.39167,51.595848,1.04016,19,7,07-03-2026
NOLSM31872109847,1,Etching,195.800829,1358.027123,3641.949869,5732.012153,71.350535,51.544922,1.038997,19,8,07-03-2026
NOLSM314757241260,1,Etching,269.596258,1368.558155,3639.080292,5720.027526,71.364387,51.573764,1.038841,19,9,07-03-2026
NOLSM123194680955,2,Etching,184.741232,1459.165509,3645.945774,5692.089332,71.492989,51.728851,1.042941,19,10,07-03-2026
NOLSM17509959,3,Etching,363.329027,1507.918549,3655.95932,5701.922674,71.362126,51.523762,1.038132,19,11,07-03-2026
NOLSM365751049,3,Etching,243.298364,1458.969742,3645.919088,5721.068214,71.292103,51.409579,1.035048,19,12,07-03-2026
NOLSM98168339456,2,Etching,281.606796,1496.422609,3650.90863,5687.995759,71.562171,51.929632,1.047907,19,13,07-03-2026
NOLSM52158232,1,Etching,325.556426,1513.944999,3652.973715,5696.005665,71.563951,51.90576,1.048168,19,14,07-03-2026
NOLSM55846071396,1,Etching,345.255275,1491.888944,3652.036399,5728.850352,71.457657,51.511599,1.038013,19,15,07-03-2026
NOLSM53765446536,2,Etching,325.681209,1442.37268,3656.955083,5710.994126,71.644648,52.03385,1.050985,19,16,07-03-2026
NOLSM661393670659,3,Etching,364.849609,1538.485351,3657.136217,5709.082612,71.650945,52.082378,1.05192,19,17,07-03-2026
NOLSM74676905,3,Etching,625.81547,1514.733018,3677.073577,5718.996296,71.632285,51.981477,1.049966,19,18,07-03-2026
NOLSM0337569669,2,Etching,49.954003,1422.425146,3631.044983,5703.067821,70.996494,50.938123,1.022956,19,19,07-03-2026
NOLSM577368717,1,Etching,214.827289,1454.097801,3635.927476,5722.053724,70.946814,51.06374,1.027115,19,20,07-03-2026
NOLSM3273088071,1,Etching,135.890497,1449.850927,3632.983209,5702.017631,71.003913,51.49201,1.037094,19,21,07-03-2026
NOLSM059975808217,2,Etching,95.306737,1337.395521,3633.014499,5724.041222,71.155369,51.542143,1.038016,19,22,07-03-2026
NOLSM400161853,3,Etching,152.613963,1454.40683,3631.007302,5712.04342,70.971918,51.130676,1.028002,19,23,07-03-2026
NOLSM32818238254,2,Etching,52.959001,1342.054224,3630.937205,5716.924875,70.951588,51.201019,1.029943,19,24,07-03-2026
NOLSM219839584648,1,Etching,148.172378,1368.283292,3628.95875,5721.95769,70.910441,51.4296,1.035927,19,25,07-03-2026
NOLSM241592449,1,Etching,188.13427,1387.807598,3637.981514,5726.923584,71.048614,51.236451,1.030883,19,26,07-03-2026
NOLSM39043487,2,Etching,222.465603,1377.955287,3635.032563,5686.120161,70.690059,51.006067,1.025153,19,27,07-03-2026
NOLSM7706353440,1,Etching,217.479428,1441.757107,3638.933481,5720.075204,70.659856,50.886325,1.022009,20,28,08-03-2026
NOLSM749540413,2,Etching,177.487974,1328.418713,3636.003729,5714.045671,70.589909,50.916315,1.022875,20,29,08-03-2026
NOLSM768348810,3,Etching,220.916819,1418.397731,3638.971307,5702.058511,70.756923,51.259668,1.031901,20,30,08-03-2026
NOLSM9057339089,1,Etching,174.030815,1407.78998,3630.127356,5717.022552,70.693555,50.998376,1.024933,20,31,08-03-2026
NOLSM229331316465,2,Etching,236.331647,1391.284532,3635.882221,5714.003982,70.986036,51.718146,1.043082,20,32,08-03-2026
NOLSM100446041,3,Etching,286.403082,1348.557541,3634.861125,5680.006421,70.911553,51.436642,1.035998,20,33,08-03-2026
NOLSM062844489,1,Etching,173.931478,1432.119301,3635.009451,5729.124101,70.986517,51.358795,1.034029,20,34,08-03-2026
NOLSM049582078547,2,Etching,136.327596,1331.256577,3630.065106,5716.971341,70.920356,51.567397,1.038989,20,35,08-03-2026
NOLSM55880101215,3,Etching,208.580627,1349.820103,3631.851633,5719.058794,70.927698,51.835424,1.04715,20,36,08-03-2026
NOLSM49812901082,1,Etching,403.788113,1460.598785,3649.051324,5686.835907,71.045639,51.575932,1.04802,20,37,08-03-2026
NOLSM6086874284,2,Etching,112.12891,1260.369114,3631.117307,5681.170347,71.102382,51.716914,1.04816,20,38,08-03-2026
NOLSM25121149,3,Etching,217.402101,1337.462265,3637.899591,5720.127175,71.13547,51.571864,1.04699,20,39,08-03-2026
NOLSM37591046434,1,Etching,176.889761,1322.606719,3633.098353,5708.943042,70.94676,51.449233,1.047089,20,40,08-03-2026
NOLSM9748961815,2,Etching,193.958161,1511.588571,3636.864072,5695.867856,71.02823,51.589149,1.045932,20,41,08-03-2026
NOLSM546942560,3,Etching,238.027596,1709.261081,3640.985874,5690.998866,71.131729,51.71376,1.046989,20,42,08-03-2026
NOLSM372421478422,1,Etching,254.571691,1467.83721,3641.004884,5729.062248,71.233046,51.850151,1.050935,20,43,08-03-2026
NOLSM8900432060,2,Etching,256.369454,1466.6154,3642.957805,5708.965839,71.25672,51.736223,1.052092,20,44,08-03-2026
NOLSM137284510,3,Etching,150.544334,1389.817599,3634.015743,5711.078583,71.169586,51.714372,1.053061,20,45,08-03-2026
NOLSM037159407481,1,Etching,206.573203,1560.556118,3641.072543,5725.081919,71.157015,51.749653,1.056052,20,46,08-03-2026
NOLSM93162879,2,Etching,159.204838,1665.273345,3637.06593,5692.995668,71.192321,51.707058,1.043015,20,47,08-03-2026
NOLSM670956686652,3,Etching,278.129657,1573.254652,3641.026465,5688.894573,71.174429,51.693569,1.042016,20,48,08-03-2026
NOLSM589226647715,1,Etching,381.140998,1525.673802,3655.909749,5713.178489,71.291598,51.799321,1.044899,20,49,08-03-2026
NOLSM363474891181,2,Etching,296.178802,1480.694675,3644.836359,5708.10744,71.177566,51.693347,1.041955,20,50,08-03-2026
NOLSM5377112140,3,Etching,211.263667,1587.560182,3638.989151,5698.168027,71.167172,51.678265,1.041949,20,51,08-03-2026
NOLSM36861199957,1,Etching,177.284955,1441.418173,3640.019963,5687.057888,71.113959,51.595092,1.039924,20,52,08-03-2026
NOLSM99200195150,2,Etching,188.928679,1440.649844,3636.026043,5721.941542,71.261481,51.813991,1.044941,20,53,08-03-2026
NOLSM60889511,3,Etching,203.511884,1401.850173,3641.063867,5727.938916,71.403482,51.831482,1.045963,20,54,08-03-2026
NOLSM78314638372,3,Etching,255.055713,1441.652029,3638.977369,5719.98003,70.661406,50.889903,1.022037,20,1,08-03-2026
NOLSM55215669058,3,Etching,190.292504,1327.547884,3635.885413,5714.055924,70.58606,50.914543,1.022898,20,2,08-03-2026
NOLSM813538195080,2,Etching,223.620591,1418.257378,3639.086322,5701.957709,70.752336,51.263564,1.031956,20,3,08-03-2026
NOLSM780096942815,1,Etching,121.892542,1408.502974,3629.944474,5716.946382,70.698864,50.994538,1.02498,20,4,08-03-2026
NOLSM41082580432,1,Etching,236.572104,1391.541512,3635.996128,5713.989088,70.980619,51.716047,1.042926,20,5,08-03-2026
NOLSM200741219,2,Etching,287.323796,1349.085322,3634.973212,5680.107658,70.909612,51.441469,1.035997,20,6,08-03-2026
NOLSM336186369,3,Etching,173.874138,1431.878178,3634.865772,5728.915428,70.990441,51.35907,1.034056,20,7,08-03-2026
NOLSM0658712251,2,Etching,135.52416,1331.355997,3630.018375,5716.949741,70.929254,51.566428,1.03908,20,8,08-03-2026
NOLSM1300048376,1,Etching,208.240948,1349.860574,3632.062341,5718.947047,70.926696,51.834081,1.046002,20,9,08-03-2026
NOLSM589068913446,1,Etching,402.594009,1459.39133,3649.023399,5687.052479,71.042344,51.580666,1.038955,20,10,08-03-2026
NOLSM784114445,2,Etching,112.125728,1259.843905,3631.086085,5681.110147,71.108831,51.713035,1.043008,20,11,08-03-2026
NOLSM74283786295,3,Etching,217.384869,1336.906291,3637.862941,5719.971113,71.13292,51.574628,1.039015,20,12,08-03-2026
NOLSM67944113672,3,Etching,178.026837,1322.963213,3633.068993,5708.945812,70.948892,51.449341,1.035917,20,13,08-03-2026
NOLSM35586894,2,Etching,193.146288,1511.104661,3637.043937,5695.986804,71.031262,51.593783,1.040043,20,14,08-03-2026
NOLSM443501855934,1,Etching,235.703844,1488.636977,3640.96436,5691.075883,71.130035,51.718553,1.042946,20,15,08-03-2026
NOLSM12978420,1,Etching,255.393624,1481.661538,3641.049265,5729.038563,71.229289,51.847253,1.045883,20,16,08-03-2026
NOLSM13348114194,2,Etching,255.304171,1482.120924,3643.095669,5708.942232,71.256302,51.734158,1.042808,20,17,08-03-2026
NOLSM46317090632,3,Etching,152.239304,1387.018512,3634.042688,5711.015711,71.17371,51.712593,1.042997,20,18,08-03-2026
NOLSM77313632,3,Etching,205.979355,1518.896185,3640.970685,5724.92578,71.158563,51.741294,1.043993,20,19,08-03-2026
NOLSM084151581,2,Etching,157.958359,1393.671053,3636.930222,5693.059399,71.192137,51.707142,1.042842,20,20,08-03-2026
NOLSM067137380962,1,Etching,279.395375,1446.015591,3641.064509,5688.913069,71.172883,51.697048,1.042008,20,21,08-03-2026
NOLSM9265215968,1,Etching,381.428082,1518.172172,3655.959714,5712.982804,71.290425,51.790625,1.044958,20,22,08-03-2026
NOLSM89033972,2,Etching,297.488843,1508.813914,3645.115002,5707.962056,71.163907,51.6916,1.042034,20,23,08-03-2026
NOLSM25684422,3,Etching,212.797736,1454.305721,3638.939363,5698.041792,71.156601,51.676674,1.041972,20,24,08-03-2026
NOLSM22835012,2,Etching,175.823835,1376.592207,3639.898983,5687.185402,71.113861,51.598882,1.039876,20,25,08-03-2026
NOLSM924006886,1,Etching,190.3952,1465.456437,3635.976774,5721.998029,71.253238,51.811525,1.045074,20,26,08-03-2026
NOLSM1686163724,1,Etching,204.309123,1387.636638,3641.013438,5728.014741,71.406102,51.829735,1.045917,20,27,08-03-2026
NOLSM6294035159,1,Etching,251.832469,1605.951479,3675.984102,5756.02221,70.879527,50.855488,1.047056,1,28,17-02-2026
NOLSM9242864408,2,Etching,316.973447,1574.278383,3656.874496,5679.998721,69.563669,52.286314,1.050939,1,29,17-02-2026
NOLSM661778108,3,Etching,410.75123,1320.968725,3643.912202,5715.102756,70.966093,51.612339,1.017,1,30,17-02-2026
NOLSM9191172071,1,Etching,255.105645,1627.793108,3628.004515,5737.024284,70.140809,51.278756,1.027045,1,31,17-02-2026
NOLSM808754512,2,Etching,418.901388,1597.489791,3667.014753,5719.965664,71.174079,51.996392,1.05005,1,32,17-02-2026
NOLSM29638399,3,Etching,359.003598,1322.770479,3644.049097,5707.08437,71.707214,51.937505,1.012019,1,33,17-02-2026
NOLSM16206460410,1,Etching,150.972666,1388.525802,3678.882402,5700.136185,71.352425,51.449421,1.034085,1,34,17-02-2026
NOLSM43046035766,2,Etching,316.061426,1521.347519,3653.040201,5736.958432,70.763553,51.049369,1.021972,1,35,17-02-2026
NOLSM635172318152,3,Etching,294.561807,1425.424502,3653.91656,5716.917413,71.716369,51.214012,1.039099,1,36,17-02-2026
NOLSM53727241567,1,Etching,466.857741,1602.137109,3643.043285,5703.002991,69.945718,50.944759,1.02391,1,37,17-02-2026
NOLSM381753132336,2,Etching,223.836848,1391.981354,3667.011193,5687.899363,70.610038,51.474724,1.048057,1,38,17-02-2026
NOLSM84266793,3,Etching,561.764675,1377.729753,3664.001792,5729.862373,71.06286,51.129297,1.042937,1,39,17-02-2026
NOLSM815277537586,1,Etching,416.921207,1596.667407,3655.055411,5727.881953,69.930774,51.100591,1.023005,1,40,17-02-2026
NOLSM73563392,2,Etching,364.840242,1484.55154,3673.854512,5732.934069,72.591735,50.253073,1.024037,1,41,17-02-2026
NOLSM513727668,3,Etching,555.5592,1618.950253,3632.867775,5743.849962,71.747953,52.642719,1.037934,1,42,17-02-2026
NOLSM71238061405,1,Etching,446.13071,1490.483655,3664.054845,5732.038839,71.442875,51.013869,1.027192,1,43,17-02-2026
NOLSM257736515134,2,Etching,248.272158,1575.820275,3662.009952,5700.0988,71.15661,50.550917,1.008904,1,44,17-02-2026
NOLSM24124651,3,Etching,417.029286,1606.724918,3632.932855,5704.162051,70.340529,50.848766,1.015121,1,45,17-02-2026
NOLSM878846698852,1,Etching,226.22553,1418.910548,3667.903949,5700.877853,69.829646,51.612013,1.01104,1,46,17-02-2026
NOLSM93914603,2,Etching,184.565927,1630.045079,3636.927807,5728.097673,71.606717,51.026529,1.023907,1,47,17-02-2026
NOLSM3595020002,3,Etching,660.938208,1511.08765,3679.060801,5732.103715,71.067173,50.648442,1.028858,1,48,17-02-2026
NOLSM361168297,1,Etching,393.512741,1562.458819,3662.987995,5732.96233,69.351304,51.253554,1.025942,1,49,17-02-2026
NOLSM529883954313,2,Etching,423.179995,1525.786062,3654.843793,5687.894952,72.502813,50.769044,1.044059,1,50,17-02-2026
NOLSM2280486035,3,Etching,354.844461,1522.516399,3660.978288,5687.969928,71.749611,50.933363,1.060002,1,51,17-02-2026
NOLSM103943297525,1,Etching,357.871134,1437.429489,3645.974636,5702.096941,71.200806,51.444011,1.023941,1,52,17-02-2026
NOLSM760503926,2,Etching,210.447059,1670.885251,3637.002972,5709.980909,71.548241,50.165519,1.010979,1,53,17-02-2026
NOLSM341815765,3,Etching,353.877091,1576.203633,3655.021605,5703.94276,69.647668,51.214013,1.052938,1,54,17-02-2026
NOLSM981596845895,1,Etching,204.107332,1491.786836,3640.895314,5683.053349,71.290139,51.868391,1.046946,21,28,17-02-2026
NOLSM0332756872,2,Etching,215.12718,1405.682723,3643.030369,5702.939167,71.600886,52.193657,1.054892,21,29,17-02-2026
NOLSM03842153522,3,Etching,173.331489,1448.522842,3636.867328,5705.971824,71.511969,51.976848,1.049039,21,30,17-02-2026
NOLSM86807120,1,Etching,204.253824,1377.011858,3642.008156,,71.357666,52.045151,1.050986,21,31,17-02-2026
NOLSM42395516181,2,Etching,276.382562,1456.38655,3638.927576,5705.995398,71.269986,52.167998,1.054035,21,32,17-02-2026
NOLSM773677491143,3,Etching,235.831191,1418.954779,3643.085748,5722.001973,71.44228,50.915009,1.064117,21,33,17-02-2026
NOLSM28736751723,1,Etching,203.331322,1393.129062,3638.011976,5705.948274,71.544708,51.959234,1.063996,21,34,17-02-2026
NOLSM67800639740,2,Etching,266.328576,1410.346728,3640.172417,5690.017084,71.31373,53.269665,1.055925,21,35,17-02-2026
NOLSM921861690,3,Etching,142.459157,1471.051716,3639.902381,5684.990686,71.432276,50.726063,1.055955,21,36,17-02-2026
NOLSM483351956398,1,Etching,183.281497,1416.91805,3637.073674,5700.188537,71.009205,52.097322,1.043006,21,37,17-02-2026
NOLSM280709746700,2,Etching,228.444985,1417.547479,3638.949399,5726.033953,71.058625,50.731459,1.046991,21,38,17-02-2026
NOLSM35194999,3,Etching,269.383407,1475.241692,3643.004013,5685.98655,71.159047,50.844693,1.04603,21,39,17-02-2026
NOLSM5497372644,1,Etching,191.846323,1368.473335,3634.026252,5715.000402,71.006906,51.179277,1.042948,21,40,17-02-2026
NOLSM40834022778,2,Etching,184.637442,1424.727129,3632.97494,5681.004814,71.007127,51.179874,1.046016,21,41,17-02-2026
NOLSM657299972,3,Etching,138.049141,1398.182968,3632.931572,5722.019403,70.98614,51.826074,1.048021,21,42,17-02-2026
NOLSM180991604883,1,Etching,217.056756,1407.677873,3634.845488,5710.989314,71.051718,51.486995,1.044049,21,43,17-02-2026
NOLSM183226141,2,Etching,212.559146,1454.8584,3637.152859,5704.914538,71.110413,51.425767,1.04701,21,44,17-02-2026
NOLSM2763122463,3,Etching,245.787405,1404.884672,3636.019553,,70.904371,50.960414,1.037919,21,45,17-02-2026
NOLSM22073423,1,Etching,161.400004,1369.98575,3632.894805,5688.110589,71.014137,51.513909,1.040972,21,46,17-02-2026
NOLSM31951813,2,Etching,210.927535,1384.083895,3634.906873,5691.14556,70.98508,51.483744,1.037115,21,47,17-02-2026
NOLSM306072779942,3,Etching,193.633405,1412.662144,3633.893612,5683.039194,70.976216,51.567801,1.038928,21,48,17-02-2026
NOLSM8001951351,1,Etching,273.113608,1408.998156,3644.075654,5689.041995,71.00081,51.453573,1.036035,21,49,17-02-2026
NOLSM60899686068,2,Etching,232.993593,1465.769178,3644.822347,5721.033051,70.996434,51.394638,1.034955,21,50,17-02-2026
NOLSM734299126718,3,Etching,242.710798,1393.510054,3638.968098,5693.864538,70.993998,51.444352,1.035982,21,51,17-02-2026
NOLSM316167801165,1,Etching,183.833749,1419.730907,3635.017054,,71.009745,51.300541,1.031819,21,52,17-02-2026
NOLSM8274494766,2,Etching,218.923556,1519.412262,3643.104278,5723.103403,71.085755,51.438825,1.035905,21,53,17-02-2026
NOLSM50540023096,3,Etching,217.392826,1381.711933,3640.874849,5725.963786,71.076744,51.276336,1.031953,21,54,17-02-2026
NOLSM387180520,3,Etching,251.155509,1606.228534,3675.992519,5755.938247,70.887605,50.852165,1.047128,1,1,17-02-2026
NOLSM29147728946,2,Etching,316.906553,1574.427106,3657.067418,5679.975266,69.549908,52.285036,1.050946,1,2,17-02-2026
NOLSM8692169730,1,Etching,412.170261,1320.616984,3644.055553,5714.984066,70.96491,51.610267,1.016775,1,3,17-02-2026
NOLSM32553610,1,Etching,256.715073,1627.009553,3627.851114,5737.026175,70.14608,51.287861,1.027116,1,4,17-02-2026
NOLSM5220120758,2,Etching,419.255879,1597.955208,3666.930363,5719.953512,71.177565,51.991134,1.050064,1,5,17-02-2026
NOLSM33410847,3,Etching,360.205624,1323.196973,3643.920259,5707.08992,71.714166,51.925218,1.011965,1,6,17-02-2026
NOLSM23353447874,2,Etching,150.811639,1389.319841,3678.896187,5699.90914,71.350996,51.447639,1.034024,1,7,17-02-2026
NOLSM53140003435,1,Etching,316.663245,1521.220957,3653.027588,5737.2206,70.759354,51.051577,1.021925,1,8,17-02-2026
NOLSM454571659,1,Etching,295.367216,1425.780716,3654.052683,5717.040663,71.713637,51.206766,1.038948,1,9,17-02-2026
NOLSM74329860,2,Etching,466.540817,1603.748996,3642.952021,5702.953675,69.949471,50.94419,1.024021,1,10,17-02-2026
NOLSM2513143333,3,Etching,222.444199,1393.331442,3666.890059,5687.959203,70.613456,51.476635,1.048048,1,11,17-02-2026
NOLSM150912127290,3,Etching,562.156253,1377.004653,3664.008813,5730.041714,71.071082,51.127625,1.042978,1,12,17-02-2026
NOLSM7763495563,2,Etching,416.592668,1597.208932,3654.919871,5727.998338,69.935312,51.09979,1.023117,1,13,17-02-2026
NOLSM850079962,1,Etching,365.917175,1484.560347,3673.980514,5733.143937,72.588765,50.249898,1.023919,1,14,17-02-2026
NOLSM647407661229,1,Etching,556.069471,1619.328443,3633.073705,5744.039494,71.7564,52.641696,1.038068,1,15,17-02-2026
NOLSM4868199015,2,Etching,448.748928,1490.437836,3663.992711,5731.944834,71.45018,51.015596,1.026921,1,16,17-02-2026
NOLSM675528142,3,Etching,247.42671,1575.936429,3661.972503,5700.06564,71.16824,50.541756,1.008989,1,17,17-02-2026
NOLSM15901940,3,Etching,417.096664,1607.136888,3632.994311,5703.945176,70.341395,50.838451,1.015086,1,18,17-02-2026
NOLSM9344498845,2,Etching,227.386118,1416.934682,3668.042341,5701.060237,69.835847,51.60564,1.010953,1,19,17-02-2026
NOLSM65323275504,1,Etching,183.178954,1628.936038,3636.889163,5727.847364,71.616451,51.025836,1.023944,1,20,17-02-2026
NOLSM1283946416,1,Etching,660.583673,1510.89832,3679.038763,5731.83622,71.074275,50.652259,1.028975,1,21,17-02-2026
NOLSM5811790740,2,Etching,393.787009,1561.724813,3663.065122,5732.909338,69.358896,51.253766,1.025955,1,22,17-02-2026
NOLSM059110034,3,Etching,423.448564,1526.216007,3654.964344,5688.053527,72.504258,50.768954,1.043899,1,23,17-02-2026
NOLSM57101953610,3,Etching,355.222543,1522.842065,3660.981078,5687.947022,71.74599,50.935138,1.059991,1,24,17-02-2026
NOLSM485500312590,2,Etching,357.898664,1437.656595,3645.946829,5701.950195,71.195424,51.44981,1.024034,1,25,17-02-2026
NOLSM9135289364,1,Etching,210.811543,1670.510167,3637.050554,5710.034495,71.552682,50.164676,1.01093,1,26,17-02-2026
NOLSM85181116,1,Etching,353.369345,1576.692323,3655.049091,5703.867364,69.649926,51.215501,1.053019,1,27,17-02-2026
NOLSM3770031291,2,Etching,205.625824,1491.55155,3641.046933,5683.014424,71.288409,51.865951,1.047014,21,1,17-02-2026
NOLSM856504297,3,Etching,215.258747,1406.176506,3642.968077,5702.947294,71.600374,52.19827,1.055056,21,2,17-02-2026
NOLSM01107369,3,Etching,174.769719,1448.042754,3637.018875,5706.134822,71.525134,51.975301,1.049018,21,3,17-02-2026
NOLSM77928444,2,Etching,204.66947,1376.702721,3641.951932,5695.993293,71.359702,52.036521,1.051089,21,4,17-02-2026
NOLSM91018843,1,Etching,276.373824,1456.293567,3638.977251,5705.928337,71.274948,52.162786,1.053977,21,5,17-02-2026
NOLSM158793589938,1,Etching,235.859551,1419.877671,3643.109149,5721.805369,71.445875,52.576334,1.063957,21,6,17-02-2026
