No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
NOLSM747372758407,2,Photo,1.397361,16.243255,15.020764,20.004992,203.044956,89.999001,502.086463,4049.451774,5067.626613,4.934038,92.645897,30.002975,16,24,04-03-2026
NOLSM2416466448,3,Photo,0.753061,14.555105,14.948638,20.002005,200.574115,89.999996,499.293214,4105.222648,5076.26155,4.885268,92.160354,30.002949,16,25,04-03-2026
NOLSM7031253042,3,Photo,1.057039,12.376365,14.928257,20.000029,206.024894,90.000002,505.753011,3960.446446,4923.270753,4.934282,90.135469,29.989009,16,26,04-03-2026
NOLSM133244796861,3,Photo,0.521295,18.240188,15.079914,20.000989,197.039223,90.000994,494.873284,4024.668926,4994.973762,5.0479,94.824445,30.009993,16,27,04-03-2026
NOLSM5076549477,2,Photo,1.862711,12.932166,15.071002,20.000993,195.575903,89.997996,504.24061,4054.240915,4903.447994,4.922361,93.474336,30.003025,17,28,05-03-2026
NOLSM282976880026,2,Photo,1.214869,15.699389,14.973583,19.997028,196.39958,89.999004,500.040662,4063.409338,5101.041068,5.089952,92.367653,30.003052,17,29,05-03-2026
NOLSM2370337637,2,Photo,1.123161,17.869638,15.109228,19.991997,196.610764,90.000001,500.411544,4156.701666,4926.281949,5.054047,93.158829,30.011034,17,30,05-03-2026
NOLSM2968533052,2,Photo,1.620521,18.110561,14.974481,20.000025,197.535213,89.999996,494.985143,3989.599707,5002.755468,5.089008,92.754079,30.012038,17,31,05-03-2026
NOLSM0682682812,2,Photo,1.185611,14.825535,15.024001,19.997002,197.96146,90.002005,499.233743,3972.885636,5036.302524,4.988277,92.594904,30.009992,17,32,05-03-2026
NOLSM3680894359,2,Photo,1.225428,15.778406,15.100208,19.998996,197.165299,90.001007,501.183754,3987.579785,5002.819994,5.072952,92.761086,30.013016,17,33,05-03-2026
NOLSM447979387518,2,Photo,1.813801,13.314218,15.01623,19.998035,197.906141,90.000001,493.360144,4078.799089,5007.204202,4.930226,91.419009,30.004046,17,34,05-03-2026
NOLSM639261920010,2,Photo,1.895919,13.82909,15.207254,19.99503,197.153845,89.999992,499.387567,4046.897329,5005.573973,4.980504,94.143522,29.99603,17,35,05-03-2026
NOLSM028878374,2,Photo,1.722893,13.847345,15.025288,20.002985,197.636008,90.001003,500.033888,4043.12782,5000.675037,4.960258,91.205903,30.000041,17,36,05-03-2026
NOLSM31988038311,2,Photo,0.958385,15.418985,15.08702,19.994004,197.928089,89.999998,501.978254,4080.720405,4984.523175,5.04232,90.388966,30.003953,17,37,05-03-2026
NOLSM983000704838,2,Photo,1.485918,18.147295,14.956891,19.99201,199.029061,90.001003,499.946831,4000.877745,5029.938608,5.078138,91.439559,29.990014,17,38,05-03-2026
NOLSM817662919006,2,Photo,0.945768,16.941073,15.093289,19.995986,198.379936,89.999997,504.217518,4054.427078,4924.220583,5.04377,91.008763,29.986991,17,39,05-03-2026
NOLSM09317822,2,Photo,0.834115,13.624387,14.863468,20.002001,198.787801,89.999006,498.540578,3957.141628,5099.906314,5.067787,93.659778,29.994009,17,40,05-03-2026
NOLSM66101597,2,Photo,1.36836,14.660577,15.044423,20.002001,202.065876,89.998994,499.558714,4088.146573,5006.690579,5.031123,93.316815,29.999003,17,41,05-03-2026
NOLSM893408906,2,Photo,1.924969,15.122078,14.959342,20.002995,203.132112,89.999999,505.946625,4025.636465,4998.58216,5.078364,92.787121,30.003022,17,42,05-03-2026
NOLSM8219730755,2,Photo,1.418585,18.150125,15.035966,20.000005,202.408903,89.999997,495.114843,4036.739874,4910.573375,5.007978,90.085059,29.98701,17,43,05-03-2026
NOLSM51515863080,2,Photo,0.683422,15.821597,14.89187,19.995024,202.774839,90.000002,498.443333,4014.500994,5018.413847,5.101862,94.121116,30.003995,17,44,05-03-2026
NOLSM699527680736,2,Photo,0.735305,14.147868,15.040335,19.993974,202.86931,89.999998,501.580847,3985.705061,4985.050421,5.100133,89.637241,30.001973,17,45,05-03-2026
NOLSM70433204795,2,Photo,1.814183,11.260476,15.056186,19.990008,197.229929,90.000996,500.969917,4047.455979,4980.204764,4.917481,91.357465,29.997022,17,46,05-03-2026
NOLSM04588425747,2,Photo,1.89593,17.387977,15.062122,19.997998,202.394245,89.998998,501.135228,3955.962895,5099.472566,4.922164,92.544668,30.003976,17,47,05-03-2026
NOLSM71612496,2,Photo,1.720895,13.302159,15.060083,19.996011,202.294269,89.998993,503.341899,4063.141536,4984.114305,5.000336,92.913322,29.998978,17,48,05-03-2026
NOLSM40242770,2,Photo,0.959883,13.478431,15.091159,19.994992,199.269312,90.000995,500.859969,4071.237813,4969.089226,4.893446,93.914312,30.005982,17,49,05-03-2026
NOLSM59717634521,2,Photo,1.487892,15.961058,14.992043,19.992984,206.307413,89.999999,503.308365,3985.849321,4911.392086,5.036515,91.419441,30.006007,17,50,05-03-2026
NOLSM360038402,2,Photo,0.946674,18.889669,15.087221,19.996986,203.105752,89.999993,500.656181,3978.913421,5009.097576,5.016857,93.558936,30.00498,17,51,05-03-2026
NOLSM5255494829,2,Photo,0.834314,11.143201,14.957795,19.997989,206.382116,90.001,499.683081,4056.043345,5054.914153,5.107816,91.452126,30.008976,17,52,05-03-2026
NOLSM319222295587,2,Photo,1.372168,17.139342,14.873067,19.999016,194.578598,89.999001,499.954954,4028.931707,5027.836512,4.935613,91.056746,29.999967,17,53,05-03-2026
NOLSM619106605,2,Photo,1.923705,16.172491,14.988138,20.005995,199.493772,90.000001,501.224173,3970.904016,5056.033659,5.103844,91.248656,29.994979,17,54,05-03-2026
NOLSM6059801192,1,Photo,1.869445,12.909709,15.070777,20.001034,198.789487,89.997999,504.214759,4053.844327,4903.112147,4.922916,93.482048,30.002985,17,1,05-03-2026
NOLSM62644666800,1,Photo,1.214228,15.703198,14.972795,19.997004,196.885214,89.999001,500.037171,4063.82926,5100.861088,5.089274,92.3736,30.00304,17,2,05-03-2026
NOLSM5180469212,1,Photo,0.473216,17.875788,15.109628,19.992003,194.927872,89.999997,500.411579,4155.911499,4926.243364,5.052753,93.155135,30.010981,17,3,05-03-2026
NOLSM60724945605,2,Photo,1.256499,18.105595,14.974518,20.000017,198.142919,90.000002,494.971612,3989.51771,5002.445792,5.089015,92.75352,30.011954,17,4,05-03-2026
NOLSM924060750,2,Photo,0.82651,14.858499,15.024032,19.996996,200.478794,90.001992,499.258286,3973.044259,5036.713691,4.989205,92.604745,30.009968,17,5,05-03-2026
NOLSM267924911,2,Photo,1.394729,15.777717,15.100872,19.998984,200.252438,90.001002,501.198164,3987.73935,5002.338641,5.074247,92.768731,30.012958,17,6,05-03-2026
NOLSM23270468,3,Photo,1.017032,13.284981,15.015876,19.998003,204.563775,89.999999,493.305406,4078.421168,5006.829827,4.929816,91.432066,30.004032,17,7,05-03-2026
NOLSM88394535,3,Photo,1.537513,13.823142,15.206577,19.994979,197.812326,90.000004,499.391226,4046.701158,5006.19363,4.980777,94.141346,29.995959,17,8,05-03-2026
NOLSM228427726827,1,Photo,0.621827,13.843579,15.024211,20.002969,204.89062,90.000998,500.034938,4042.905188,5000.813702,4.959722,91.189619,29.999949,17,9,05-03-2026
NOLSM02328942219,1,Photo,0.98494,15.426299,15.087435,19.994002,194.470666,89.999999,501.947801,4080.710047,4985.33844,5.041672,90.39977,30.00403,17,10,05-03-2026
NOLSM61826963,2,Photo,1.326285,18.143637,14.956858,19.992005,202.884712,90.000996,499.929432,4016.087563,5029.714218,5.078747,91.457073,29.989926,17,11,05-03-2026
NOLSM11142966573,2,Photo,1.049692,16.94018,15.094012,19.995997,198.192861,90.0,504.204776,4083.387366,4923.82039,5.043892,91.020984,29.987015,17,12,05-03-2026
NOLSM99432838,2,Photo,0.613961,13.633705,14.864578,20.002024,202.712766,89.998994,498.549705,4060.045832,5099.142208,5.068626,93.647972,29.994036,17,13,05-03-2026
NOLSM0408698498,3,Photo,1.888769,14.680735,15.044805,20.001959,202.961715,89.999004,499.534821,3974.286817,5007.033861,5.031219,93.305034,29.998998,17,14,05-03-2026
NOLSM21328701254,3,Photo,1.109595,15.123307,14.959972,20.00299,201.563541,90.000003,505.967541,3996.939917,4998.357838,5.077872,92.782389,30.003005,17,15,05-03-2026
NOLSM4570459589,3,Photo,1.100779,18.178396,15.035872,20.000019,199.471087,89.999997,495.135347,4094.431644,4910.242079,5.007744,90.08267,29.986949,17,16,05-03-2026
NOLSM66577951409,1,Photo,1.392994,15.808024,14.891986,19.994998,194.311958,90.000007,498.438591,3966.591234,5018.655867,5.101692,94.127433,30.004027,17,17,05-03-2026
NOLSM983029186,1,Photo,1.491844,14.162635,15.040383,19.993966,197.209155,89.999997,501.522599,3961.94409,4985.727147,5.099922,89.625305,30.001994,17,18,05-03-2026
NOLSM953367362,2,Photo,1.750272,11.254484,15.05641,19.990013,197.236447,90.000998,500.98311,4053.631972,4980.151445,4.917898,91.355548,29.996993,17,19,05-03-2026
NOLSM82291271047,2,Photo,0.919308,17.387531,15.061743,19.997997,202.379349,89.998995,501.156764,4135.826669,5099.186759,4.921718,92.537595,30.003991,17,20,05-03-2026
NOLSM832327008,3,Photo,1.005661,13.308269,15.060333,19.995966,202.255545,89.999,503.334383,4117.035725,4983.614271,4.999916,92.91158,29.998964,17,21,05-03-2026
NOLSM22118133,3,Photo,1.750442,13.467872,15.091297,19.995011,199.291037,90.001005,500.878261,4040.966923,4968.855818,4.892834,93.910231,30.006014,17,22,05-03-2026
NOLSM29128446,3,Photo,1.439885,15.963903,14.992424,19.993007,206.324524,89.999997,503.314628,4083.990303,4911.243287,5.036254,91.425039,29.987966,17,23,05-03-2026
NOLSM94857970,1,Photo,0.991822,18.891124,15.087072,19.997018,203.093402,89.999998,500.674215,4053.660835,5009.003837,5.017114,93.54902,30.006021,17,24,05-03-2026
NOLSM24468082553,1,Photo,1.390303,11.137689,14.958166,19.998031,206.378491,90.001005,499.703537,4064.178324,5055.089623,5.108036,91.439517,29.996994,17,25,05-03-2026
NOLSM423561264,2,Photo,1.630636,17.139615,14.872935,19.998982,194.581843,89.999001,499.967371,4054.387241,5028.28848,4.935883,91.058408,30.010026,17,26,05-03-2026
NOLSM38896002261,2,Photo,0.757957,16.16699,14.988631,20.006033,199.483768,90.0,501.197922,4063.563274,5055.5662,5.104074,91.22652,29.999965,17,27,05-03-2026
NOLSM78435577,3,Photo,1.419905,16.963351,14.939719,20.002011,205.242014,90.000994,505.27083,4034.919218,5131.366752,5.118936,93.79576,30.000975,18,28,06-03-2026
NOLSM89026457,3,Photo,0.682155,16.517384,15.105548,20.002015,205.025927,90.001002,505.013084,3952.943949,5124.901648,5.110325,92.326272,30.002025,18,29,06-03-2026
NOLSM37253531927,3,Photo,0.734948,16.995176,15.032189,20.004002,201.847933,89.999999,501.843738,3972.650335,5046.170383,5.056781,92.025904,30.01099,18,30,06-03-2026
NOLSM095803655874,3,Photo,0.948,16.859236,14.969628,19.99601,201.016355,89.999998,500.983979,4017.08158,5024.468298,5.031042,91.467563,29.996957,18,31,06-03-2026
NOLSM1292317779,3,Photo,0.788019,16.646644,14.916885,20.001983,199.807221,90.000006,499.816402,4072.492632,4995.425166,5.0025,91.042694,30.003,18,32,06-03-2026
NOLSM955609226588,3,Photo,1.060975,16.382483,15.039157,20.002994,199.175229,89.998994,499.209076,4084.667031,4980.109178,4.966898,90.959771,29.998986,18,33,06-03-2026
NOLSM32326207,3,Photo,1.000737,16.869219,15.108541,19.998009,198.909657,90.000004,498.864903,4044.948146,4972.422324,4.969829,91.147253,30.001998,18,34,06-03-2026
NOLSM772296287787,3,Photo,0.984016,17.169688,15.017733,19.998003,199.27994,90.002,499.293117,4010.13065,4982.064942,4.98485,90.658171,29.997962,18,35,06-03-2026
NOLSM65041826163,3,Photo,1.1165,16.793115,14.93715,20.001003,197.828911,90.0,497.83163,3956.453144,4945.463055,4.939597,90.514817,30.011002,18,36,06-03-2026
NOLSM5878443897,3,Photo,0.78407,17.38786,15.043855,19.997993,199.20407,90.000999,499.195788,3984.023358,4979.675359,4.982247,91.194532,29.995974,18,37,06-03-2026
NOLSM555657619,3,Photo,1.030877,16.079967,15.023724,20.00401,199.176217,89.998998,499.200897,3983.63704,4980.271963,4.981872,91.181991,29.995022,18,38,06-03-2026
NOLSM61311613653,3,Photo,0.891367,19.028141,15.053129,20.002002,199.34324,90.000999,499.332576,3987.130807,4983.665263,5.005719,91.341386,30.00102,18,39,06-03-2026
NOLSM41691768,3,Photo,0.819163,18.883551,14.959735,19.995994,199.794351,90.000002,499.804267,3995.828265,4995.232807,4.996024,91.66964,29.993023,18,40,06-03-2026
NOLSM868746603,3,Photo,0.659821,13.799823,15.069991,19.999965,200.210696,89.999001,500.219182,4004.413611,5005.106355,5.007232,91.548656,30.002022,18,41,06-03-2026
NOLSM564144620569,3,Photo,1.019542,18.763061,14.904969,19.996978,200.137805,90.000003,500.116877,4002.803276,5003.702233,5.008483,91.948956,30.009025,18,42,06-03-2026
NOLSM88683615,3,Photo,0.82003,20.720519,14.964361,19.999984,200.797379,90.000005,500.781054,4015.487272,5019.758682,5.022531,91.41407,30.007048,18,43,06-03-2026
NOLSM920612023,3,Photo,0.822008,11.261089,15.047446,19.997995,200.164107,90.000001,500.134078,4002.479127,5002.841627,5.010406,91.655329,30.001999,18,44,06-03-2026
NOLSM38251481,3,Photo,1.041666,15.285497,14.935341,20.00103,200.309692,90.001005,500.345931,4006.402234,5007.934705,5.040256,91.781573,29.99197,18,45,06-03-2026
NOLSM1155410228,3,Photo,0.837239,12.490262,14.97032,20.000998,200.331018,90.000007,500.349319,4006.505122,5008.384614,5.009172,91.762292,29.994996,18,46,06-03-2026
NOLSM80205018035,3,Photo,0.693482,19.764768,14.917335,20.005027,201.031634,90.000002,500.989033,4020.509325,5026.028522,5.025807,92.077758,29.996088,18,47,06-03-2026
NOLSM032669688,3,Photo,0.888952,16.040287,15.038561,20.003001,201.475126,89.999995,501.489939,4029.872463,5037.154119,5.017098,92.01407,29.989907,18,48,06-03-2026
NOLSM86583050984,3,Photo,0.717096,17.599163,15.108684,19.999022,201.129935,90.000002,501.134916,4022.772956,5028.694851,5.028527,92.476863,29.996967,18,49,06-03-2026
NOLSM795219300,3,Photo,0.851205,16.438992,15.018275,19.996939,202.075198,90.000005,502.081531,4041.673194,5052.586559,5.058769,91.645479,30.000956,18,50,06-03-2026
NOLSM984598231371,3,Photo,1.122945,17.267069,15.05488,19.996994,200.360168,90.000003,500.408808,4007.369702,5010.091408,5.008136,92.172884,29.989027,18,51,06-03-2026
NOLSM76813858866,3,Photo,1.629215,17.260931,14.954408,19.997999,200.648654,89.999996,500.602904,4012.949548,5015.831699,5.009014,91.840378,30.005008,18,52,06-03-2026
NOLSM965652425,3,Photo,1.179637,17.193808,14.967978,19.999996,200.430217,89.999004,500.382431,4008.301021,5009.847082,5.016523,91.857505,29.989961,18,53,06-03-2026
NOLSM1380741812,3,Photo,1.22753,16.252341,15.040607,20.00001,200.837249,90.000002,500.836915,4016.939226,5021.163375,5.021446,91.979438,29.996011,18,54,06-03-2026
NOLSM01157321,2,Photo,0.966666,16.954605,14.939827,20.001991,205.26933,90.001006,505.263237,4105.522283,5131.971717,5.119077,93.788359,29.990005,18,1,06-03-2026
NOLSM76165753,3,Photo,0.676206,16.516325,15.106109,20.001978,205.004317,90.000999,504.988274,4100.262279,5124.873082,5.110084,92.338092,30.017017,18,2,06-03-2026
NOLSM709030488850,3,Photo,1.079293,16.998991,15.032557,20.003974,201.847719,90.000004,501.821341,4036.679059,5046.174652,5.056709,92.040411,29.994025,18,3,06-03-2026
NOLSM491044062,3,Photo,0.920565,16.882205,14.953509,19.996042,200.991898,89.999996,500.97886,4020.508454,5025.198136,5.031179,91.472136,30.006026,18,4,06-03-2026
NOLSM5181100363,1,Photo,0.784407,16.641992,15.028787,20.002002,199.841637,90.000003,499.797178,3996.537933,4995.614876,5.002004,91.039195,30.01007,18,5,06-03-2026
NOLSM544384838470,1,Photo,1.05795,16.404423,14.951716,20.002993,199.184332,89.999003,499.225213,3983.441653,4980.745266,4.967083,90.932357,30.006918,18,6,06-03-2026
NOLSM31277013526,1,Photo,0.999459,16.864269,14.966771,19.998008,198.88617,89.999997,498.873127,3977.435736,4971.900588,4.970108,91.140092,30.004018,18,7,06-03-2026
NOLSM7576442374,2,Photo,0.982809,17.179072,15.077514,19.997989,199.283835,90.001996,499.314622,3986.022784,4981.497299,4.984962,90.677707,29.996976,18,8,06-03-2026
NOLSM829277656658,2,Photo,1.116008,16.815303,14.937072,20.000975,197.826068,90.000008,497.819017,3956.312028,4945.722857,4.940385,90.509056,29.990053,18,9,06-03-2026
NOLSM459399812804,3,Photo,0.779874,16.707475,15.044116,19.997981,199.174355,90.000996,499.181859,3983.544905,4980.193122,4.981705,91.193201,29.996005,18,10,06-03-2026
NOLSM2072344165,3,Photo,1.029037,16.060565,15.023695,20.003989,199.198548,89.998999,499.179549,3984.127972,4979.668457,4.982443,91.190776,29.994989,18,11,06-03-2026
NOLSM6992756877,3,Photo,0.890665,15.746141,15.052542,20.001972,199.342151,90.001001,499.327985,3987.066008,4983.672938,5.005364,91.329056,30.000991,18,12,06-03-2026
NOLSM0091795501,1,Photo,0.82098,16.84375,14.959844,19.996014,199.803418,89.999996,499.792181,3995.909349,4995.352005,4.996462,91.661783,29.99297,18,13,06-03-2026
NOLSM218960029517,1,Photo,0.657396,16.656089,15.069469,20.00002,200.202549,89.999005,500.219796,4004.547517,5005.693525,5.008045,91.546159,30.002004,18,14,06-03-2026
NOLSM37618451297,1,Photo,1.021476,16.557687,14.904983,19.996992,200.167471,89.999998,500.141826,4002.720932,5003.391169,5.00803,91.949932,30.008977,18,15,06-03-2026
NOLSM4908089560,2,Photo,0.818268,16.804911,14.964111,20.000009,200.758478,89.999992,500.817528,4016.172105,5019.64272,5.022125,91.403383,30.006976,18,16,06-03-2026
NOLSM041944585,2,Photo,0.82669,15.991676,15.047269,19.998024,200.110248,90.000009,500.119365,4002.223392,5002.945484,5.009936,91.646619,30.002036,18,17,06-03-2026
NOLSM041765128,3,Photo,1.043059,17.066828,14.935353,20.001013,200.352361,90.001001,500.332629,4006.452908,5008.509314,5.039493,91.796908,29.991988,18,18,06-03-2026
NOLSM61608859,3,Photo,0.833252,16.879974,14.996328,20.001019,200.32796,90.000001,500.340662,4006.439823,5008.361691,5.008803,91.765395,29.994992,18,19,06-03-2026
NOLSM75886302,3,Photo,0.692136,17.161319,14.9733,20.005002,201.046368,90.000008,501.00845,4020.602899,5025.252501,5.025772,92.074677,29.996032,18,20,06-03-2026
NOLSM37755267,1,Photo,0.889888,16.704382,15.105303,20.002976,201.482498,90.000003,501.474304,4029.960089,5036.667102,5.017457,92.007738,29.989968,18,21,06-03-2026
NOLSM450422504,1,Photo,0.720014,16.659207,14.897877,19.998985,201.135588,89.999998,501.097718,4022.618014,5028.390284,5.028306,92.465542,29.996971,18,22,06-03-2026
NOLSM425090139897,1,Photo,0.854268,16.152047,15.018563,19.996982,202.073338,89.999996,502.101456,4041.916133,5052.160649,5.058351,91.653094,30.000991,18,23,06-03-2026
NOLSM9103419574,2,Photo,0.917436,17.250137,15.05522,19.997007,200.376005,89.999994,500.365033,4007.844461,5009.278463,5.008163,92.165212,29.988922,18,24,06-03-2026
NOLSM64764707208,2,Photo,0.899196,17.271361,14.95428,19.997997,200.642586,89.999993,500.63517,4012.466689,5016.116434,5.009008,91.844312,30.004997,18,25,06-03-2026
NOLSM5793151066,2,Photo,0.887755,17.190202,14.967708,20.000006,200.417714,89.998996,500.395219,4008.323689,5010.201889,5.016262,91.864161,29.990034,18,26,06-03-2026
NOLSM14014464514,3,Photo,0.798288,16.278134,15.04108,19.999988,200.862395,90.000001,500.887381,4017.939044,5021.451983,5.021255,91.990414,29.995995,18,27,06-03-2026
NOLSM96743081,1,Photo,1.814493,16.628996,15.06562,19.998993,204.413734,89.999998,501.34927,4026.686845,5033.445636,5.017043,91.980344,29.994045,19,28,07-03-2026
NOLSM4679390698,1,Photo,1.89648,16.693108,14.956472,20.003982,204.478094,90.000005,501.374244,4027.835281,5035.287367,5.033321,92.448425,29.995966,19,29,07-03-2026
NOLSM06843581,1,Photo,1.719544,15.737385,15.03908,19.998008,203.162291,89.999999,501.013862,4021.033289,5026.125708,5.028369,92.84447,30.001971,19,30,07-03-2026
NOLSM324622542091,1,Photo,0.961768,16.085953,15.052075,19.995,195.58825,89.999999,502.060497,4040.776718,5051.222539,5.045059,92.310373,29.993979,19,31,07-03-2026
NOLSM3498384267,1,Photo,1.489992,16.809184,14.9161,19.998017,196.404226,90.00099,501.567606,4031.435059,5039.312732,5.024085,91.676867,30.011025,19,32,07-03-2026
NOLSM85821466,1,Photo,0.948954,16.80002,14.863523,19.998997,196.614561,90.000001,500.907235,4018.043757,5023.161241,4.998381,91.667212,30.004995,19,33,07-03-2026
NOLSM5250213725,1,Photo,0.83425,17.087101,14.91392,19.999965,197.540185,90.000998,500.258444,4005.572214,5007.109215,4.993825,91.291743,29.997982,19,34,07-03-2026
NOLSM034408486,1,Photo,1.370179,16.476453,14.978163,19.99602,197.989852,90.001003,499.398924,3987.366985,4984.898213,4.98515,91.488578,30.003012,19,35,07-03-2026
