Unnamed: 0,고객ID,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료
3704,C-13809,남성,42,No,No,0,0,Yes,신용카드,No,No,No,No,0,2020-02-29,2026-01-01,No,38,,6490,4,2710
3705,C-13811,남성,67,No,No,0,0,Yes,신용카드,No,No,No,Yes,18,2024-05-01,2025-02-01,Yes,83,Attitude,5745,2,34800
3706,C-13812,여성,37,Yes,No,0,4,Yes,계좌이체,No,Yes,No,No,3,2019-02-01,2026-01-01,No,32,,5707,5,11870
3707,C-13813,남성,32,Yes,Yes,1,1,Yes,계좌이체,Yes,Yes,Yes,No,16,2018-12-31,2026-01-01,No,47,,4934,3,0
3708,C-13814,남성,61,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,3,2024-05-01,2025-06-01,Yes,75,Dissatisfaction,5067,2,34920
3709,C-13815,남성,44,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,9,2020-11-01,2025-02-01,Yes,100,Competitor,4747,1,23840
3710,C-13816,여성,43,No,No,0,0,Yes,신용카드,No,No,No,Yes,29,2024-11-01,2026-01-01,No,65,,2245,3,6220
3711,C-13817,남성,20,No,No,0,0,Yes,계좌이체,No,No,No,Yes,59,2023-07-01,2025-03-01,Yes,86,Other,4115,1,6220
3712,C-13818,여성,42,Yes,No,0,4,Yes,신용카드,No,No,Yes,Yes,17,2023-07-01,2026-01-01,No,67,,3740,3,40680
3713,C-13819,남성,26,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,59,2021-12-01,2026-01-01,No,21,,4812,3,43730
3714,C-13820,여성,65,No,No,0,0,Yes,계좌이체,Yes,Yes,No,Yes,22,2020-11-01,2026-01-01,No,68,,4977,3,54240
3715,C-13821,여성,38,No,Yes,2,0,No,신용카드,No,No,No,No,0,2023-04-01,2026-01-01,No,39,,2143,3,9830
3716,C-13822,남성,65,Yes,No,0,1,Yes,신용카드,No,No,No,Yes,5,2022-02-28,2025-03-01,Yes,82,Dissatisfaction,3041,2,27690
3717,C-13823,남성,24,No,Yes,1,7,Yes,계좌이체,Yes,Yes,Yes,No,27,2019-04-01,2026-01-01,No,51,,6082,4,42940
3718,C-13824,여성,48,No,No,0,0,Yes,계좌이체,No,No,No,Yes,23,2025-07-01,2025-08-01,Yes,85,Competitor,4063,3,30620
3719,C-13825,남성,35,Yes,Yes,1,5,Yes,신용카드,No,Yes,No,No,12,2018-12-31,2026-01-01,No,29,,4750,5,19780
3720,C-13826,여성,26,Yes,No,0,3,No,신용카드,Yes,Yes,Yes,Yes,76,2019-02-01,2026-01-01,No,39,,4644,3,10740
3721,C-13827,여성,47,No,No,0,0,Yes,계좌이체,No,No,No,Yes,2,2024-12-01,2025-01-01,Yes,70,Price,3351,3,0
3722,C-13828,여성,44,No,No,0,0,Yes,이체/메일확인,No,No,No,Yes,10,2025-02-01,2025-07-01,Yes,92,Other,5435,1,52550
3723,C-13829,남성,51,No,Yes,1,0,Yes,계좌이체,No,Yes,No,Yes,28,2023-02-01,2025-12-01,Yes,65,Competitor,2941,2,24520
3724,C-13830,여성,22,No,No,0,0,No,신용카드,No,No,No,No,0,2021-11-01,2026-01-01,No,27,,4539,3,45880
3725,C-13831,남성,39,No,No,0,0,Yes,계좌이체,No,No,No,Yes,17,2023-02-28,2026-01-01,No,61,,3729,4,12660
3726,C-13832,남성,45,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,16,2021-04-01,2026-01-01,No,71,,5274,3,21920
3727,C-13833,여성,75,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,22,2024-10-01,2025-06-01,Yes,91,Dissatisfaction,4819,3,52090
3728,C-13834,여성,49,Yes,Yes,1,4,No,이체/메일확인,No,No,No,No,0,2023-10-01,2026-01-01,No,34,,4167,4,19660
3729,C-13835,남성,69,Yes,No,0,0,Yes,계좌이체,Yes,No,No,Yes,23,2021-08-01,2025-12-01,Yes,68,Competitor,5648,1,42490
3730,C-13836,여성,65,Yes,No,0,0,No,계좌이체,No,Yes,No,Yes,9,2019-07-01,2026-01-01,No,28,,6238,5,0
3731,C-13837,여성,72,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,5,2019-07-01,2026-01-01,No,80,,4657,3,41250
3732,C-13838,남성,71,Yes,No,0,1,Yes,신용카드,No,No,No,Yes,25,2022-09-01,2025-05-01,Yes,94,Dissatisfaction,5365,1,2370
3733,C-13839,여성,50,No,No,0,0,Yes,계좌이체,No,No,No,Yes,12,2023-12-31,2026-01-01,No,37,,5624,4,35260
3734,C-13840,여성,54,Yes,Yes,1,1,No,계좌이체,Yes,Yes,Yes,Yes,19,2022-05-01,2026-01-01,No,70,,5324,3,36610
3735,C-13841,남성,40,No,No,0,0,No,계좌이체,No,No,No,Yes,22,2024-12-01,2025-01-01,Yes,98,Attitude,2199,3,21810
3736,C-13842,여성,26,Yes,No,0,5,Yes,계좌이체,No,Yes,Yes,Yes,42,2019-12-31,2026-01-01,No,52,,5667,5,15820
3737,C-13843,남성,27,No,No,0,0,No,계좌이체,No,No,Yes,Yes,42,2022-05-01,2025-06-01,Yes,82,Competitor,3066,1,34690
3738,C-13844,남성,37,No,No,0,0,No,신용카드,No,No,No,No,0,2024-04-01,2026-01-01,No,66,,4194,4,28140
3739,C-13845,남성,39,Yes,Yes,2,2,No,신용카드,Yes,No,No,Yes,17,2019-06-01,2026-01-01,No,62,,5281,4,0
3740,C-13846,남성,76,Yes,No,0,6,Yes,계좌이체,No,No,No,Yes,20,2019-08-01,2026-01-01,No,30,,4871,3,32430
3741,C-13847,남성,58,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,16,2024-08-01,2026-01-01,No,34,,3319,3,37060
3742,C-13848,남성,43,No,No,0,0,No,계좌이체,No,Yes,No,Yes,4,2023-09-01,2026-01-01,No,25,,3771,5,6550
3743,C-13849,남성,39,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,7,2024-08-01,2026-01-01,No,28,,2893,5,19440
3744,C-13850,여성,21,No,No,0,0,Yes,신용카드,No,No,No,Yes,42,2024-05-01,2026-01-01,No,57,,2142,5,1470
3745,C-13851,여성,30,No,No,0,0,No,계좌이체,No,No,No,No,0,2019-02-01,2026-01-01,No,74,,4555,5,3050
3746,C-13852,남성,34,No,No,0,0,Yes,신용카드,No,No,Yes,No,10,2020-04-01,2026-01-01,No,24,,5076,5,34800
3747,C-13853,여성,65,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,10,2025-07-01,2025-11-01,Yes,89,Competitor,2268,1,14350
3748,C-13854,남성,65,Yes,No,0,1,No,이체/메일확인,No,No,No,Yes,19,2022-07-01,2026-01-01,No,49,,2009,3,3280
3749,C-13855,남성,32,No,No,0,0,Yes,계좌이체,No,No,No,Yes,7,2025-07-01,2025-08-01,Yes,77,Price,4390,1,11750
3750,C-13856,여성,36,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,5,2023-02-28,2025-04-01,Yes,97,Competitor,5853,2,27800
3751,C-13857,여성,42,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,3,2022-05-01,2026-01-01,No,43,,4454,5,36160
3752,C-13858,남성,36,No,No,0,0,Yes,신용카드,No,Yes,No,No,25,2024-02-29,2026-01-01,No,20,,2385,3,1700
3753,C-13859,여성,52,No,No,0,0,Yes,계좌이체,No,Yes,No,No,6,2023-12-31,2026-01-01,No,80,,4041,5,39210
3754,C-13860,여성,53,No,Yes,1,0,Yes,이체/메일확인,Yes,No,Yes,Yes,22,2023-11-01,2026-01-01,No,33,,5494,3,53900
3755,C-13861,여성,20,No,No,0,3,Yes,신용카드,No,Yes,No,Yes,48,2023-06-01,2026-01-01,No,32,,3652,3,9380
3756,C-13862,남성,65,Yes,No,0,8,Yes,계좌이체,No,Yes,No,No,2,2021-08-01,2026-01-01,No,45,,4914,3,52550
3757,C-13863,남성,69,Yes,No,0,1,Yes,계좌이체,No,Yes,Yes,Yes,4,2019-11-01,2025-08-01,Yes,73,Attitude,4708,3,55260
3758,C-13864,남성,48,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,28,2019-04-01,2026-01-01,No,47,,6247,3,50400
3759,C-13865,여성,32,No,No,0,0,No,계좌이체,No,No,No,Yes,9,2024-11-01,2026-01-01,No,73,,3430,5,50620
3760,C-13866,여성,49,Yes,Yes,2,2,No,계좌이체,No,No,No,No,0,2022-04-01,2026-01-01,No,73,,5531,5,11300
3761,C-13867,남성,44,Yes,Yes,3,7,No,신용카드,No,No,No,No,0,2023-12-31,2026-01-01,No,24,,5104,4,5310
3762,C-13868,남성,53,No,No,0,0,No,계좌이체,No,No,No,Yes,21,2024-10-01,2025-01-01,Yes,91,Attitude,2704,1,49380
3763,C-13869,남성,61,Yes,No,0,1,Yes,계좌이체,No,No,No,No,19,2024-05-01,2025-04-01,Yes,68,Competitor,3469,1,15030
3764,C-13870,여성,49,Yes,No,0,1,Yes,계좌이체,No,Yes,No,No,26,2020-02-29,2026-01-01,No,77,,6166,3,24180
3765,C-13871,여성,64,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,11,2023-02-28,2026-01-01,No,29,,4667,3,35600
3766,C-13872,남성,63,No,No,0,0,No,계좌이체,Yes,Yes,Yes,No,21,2019-11-01,2025-01-01,Yes,87,Price,5090,1,9150
3767,C-13873,여성,35,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,27,2025-02-28,2025-10-01,Yes,87,Competitor,3238,2,13110
3768,C-13874,여성,74,Yes,Yes,1,9,Yes,계좌이체,No,No,No,Yes,10,2019-12-01,2026-01-01,No,30,,6238,4,44410
3769,C-13875,남성,53,No,No,0,0,No,신용카드,Yes,No,Yes,Yes,28,2022-10-01,2026-01-01,No,75,,2191,3,17060
3770,C-13876,여성,22,No,No,0,0,Yes,이체/메일확인,No,Yes,No,Yes,73,2020-08-01,2026-01-01,No,71,,5377,4,9380
3771,C-13877,여성,49,No,Yes,3,0,Yes,신용카드,Yes,Yes,Yes,Yes,57,2023-06-01,2026-01-01,No,69,,4198,4,9040
3772,C-13878,남성,34,Yes,No,0,1,No,계좌이체,No,No,Yes,Yes,22,2024-05-01,2025-12-01,Yes,67,Price,2349,3,31640
3773,C-13879,남성,64,Yes,No,0,7,Yes,이체/메일확인,No,No,No,No,0,2020-05-01,2026-01-01,No,78,,5623,3,37180
3774,C-13880,여성,75,Yes,No,0,2,Yes,신용카드,Yes,Yes,Yes,No,24,2018-12-31,2026-01-01,No,50,,6205,3,50740
3775,C-13881,남성,31,Yes,No,0,7,Yes,계좌이체,No,Yes,No,Yes,8,2023-08-01,2026-01-01,No,76,,3591,5,52770
3776,C-13882,남성,52,Yes,Yes,2,10,Yes,신용카드,Yes,Yes,Yes,Yes,19,2019-02-28,2026-01-01,No,62,,4226,3,56160
3777,C-13883,남성,76,Yes,No,0,9,Yes,신용카드,Yes,Yes,Yes,Yes,9,2018-12-31,2026-01-01,No,68,,5295,5,0
3778,C-13884,남성,48,Yes,Yes,3,5,No,계좌이체,Yes,Yes,Yes,Yes,53,2019-04-01,2026-01-01,No,41,,4618,3,45650
3779,C-13885,남성,56,Yes,No,0,1,Yes,계좌이체,Yes,No,Yes,Yes,30,2020-07-01,2025-12-01,Yes,89,Dissatisfaction,5207,1,45770
3780,C-13886,남성,71,Yes,No,0,1,Yes,계좌이체,No,Yes,Yes,Yes,5,2021-06-01,2026-01-01,No,63,,2040,3,5200
3781,C-13887,여성,34,Yes,Yes,1,1,No,계좌이체,No,No,No,No,0,2021-08-01,2026-01-01,No,40,,4180,3,24070
3782,C-13888,남성,59,Yes,No,0,3,No,계좌이체,No,No,No,No,0,2021-02-28,2026-01-01,No,59,,5092,5,18190
3783,C-13889,남성,52,Yes,No,0,1,Yes,계좌이체,Yes,Yes,No,Yes,21,2020-04-01,2025-05-01,Yes,92,Competitor,4334,1,53110
3784,C-13890,남성,58,No,No,0,0,Yes,신용카드,No,No,No,No,0,2023-06-01,2026-01-01,No,50,,2831,4,21580
3785,C-13891,여성,21,No,No,0,0,No,신용카드,Yes,No,Yes,Yes,58,2019-05-01,2026-01-01,No,45,,5278,3,0
3786,C-13892,여성,53,Yes,Yes,3,8,Yes,신용카드,No,Yes,No,Yes,20,2020-09-01,2026-01-01,No,31,,4415,3,9270
3787,C-13893,남성,56,Yes,No,0,9,No,신용카드,No,No,No,No,0,2022-12-31,2026-01-01,No,69,,5689,3,40450
3788,C-13894,여성,38,No,No,0,0,Yes,신용카드,Yes,Yes,No,Yes,24,2022-04-01,2026-01-01,No,36,,3009,4,17740
3789,C-13895,여성,80,No,No,0,0,No,계좌이체,No,No,No,Yes,30,2024-10-01,2025-01-01,Yes,74,Attitude,3542,3,0
3790,C-13896,여성,63,Yes,No,0,0,Yes,신용카드,No,Yes,No,Yes,28,2023-08-01,2025-08-01,Yes,69,Competitor,4811,3,50850
3791,C-13897,여성,60,Yes,Yes,3,3,No,신용카드,No,No,No,No,0,2022-06-01,2026-01-01,No,24,,5225,3,11070
3792,C-13898,여성,67,Yes,No,0,8,Yes,신용카드,Yes,No,No,Yes,20,2019-06-01,2026-01-01,No,21,,4126,3,43510
3793,C-13899,여성,28,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,59,2025-05-01,2025-09-01,Yes,90,Competitor,5730,1,20340
3794,C-13900,여성,79,No,No,0,0,No,계좌이체,No,No,No,Yes,11,2024-12-01,2025-02-01,Yes,72,Competitor,3278,1,0
3795,C-13901,남성,50,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,17,2023-02-28,2026-01-01,No,26,,4093,4,52550
3796,C-13902,남성,42,Yes,No,0,2,Yes,계좌이체,Yes,Yes,Yes,Yes,10,2019-07-01,2026-01-01,No,24,,5137,3,8590
3797,C-13903,남성,73,No,No,0,0,No,계좌이체,Yes,No,No,Yes,24,2025-08-01,2025-10-01,Yes,87,Price,4522,1,6330
3798,C-13904,남성,24,No,No,0,0,Yes,이체/메일확인,Yes,No,No,Yes,52,2024-12-31,2025-03-01,Yes,70,Competitor,4235,1,5990
3799,C-13905,여성,34,No,No,0,0,Yes,계좌이체,No,No,No,Yes,3,2025-08-01,2025-09-01,Yes,69,Other,2502,2,37180
3800,C-13906,여성,40,Yes,No,0,0,Yes,신용카드,Yes,No,Yes,Yes,23,2019-02-01,2026-01-01,No,72,,5770,3,43170
3801,C-13907,남성,62,No,No,0,0,Yes,신용카드,No,No,No,No,0,2023-05-01,2026-01-01,No,56,,2120,5,30620
3802,C-13908,여성,34,Yes,Yes,2,1,Yes,신용카드,No,No,Yes,Yes,27,2019-07-01,2026-01-01,No,59,,5232,3,54350
3803,C-13909,여성,39,Yes,No,0,1,No,계좌이체,No,No,No,Yes,4,2022-11-01,2025-09-01,Yes,98,Price,3358,3,46100
3804,C-13910,여성,49,Yes,No,0,1,Yes,신용카드,Yes,No,No,No,11,2021-02-01,2026-01-01,No,73,,3404,4,7460
3805,C-13911,남성,21,No,No,0,0,Yes,계좌이체,No,No,No,No,69,2024-12-01,2026-01-01,No,49,,3255,5,44300
3806,C-13912,여성,42,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,27,2019-07-01,2025-04-01,Yes,86,Competitor,4283,2,42040
3807,C-13913,여성,38,No,No,0,0,Yes,계좌이체,No,Yes,Yes,No,3,2019-02-28,2026-01-01,No,33,,5327,3,15140
3808,C-13914,여성,35,No,No,0,0,No,이체/메일확인,No,No,No,No,0,2023-08-01,2026-01-01,No,48,,4650,5,4970
3809,C-13915,남성,35,No,Yes,2,0,No,신용카드,No,No,No,No,0,2025-10-01,2025-11-01,Yes,80,Attitude,5437,3,14460
3810,C-13916,남성,56,Yes,No,0,1,No,계좌이체,No,No,No,No,0,2021-02-28,2026-01-01,No,41,,2026,5,20910
3811,C-13917,남성,29,No,Yes,2,0,Yes,계좌이체,Yes,Yes,Yes,Yes,59,2021-08-01,2026-01-01,No,32,,5038,5,34580
3812,C-13918,여성,38,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,9,2021-05-01,2025-11-01,Yes,75,Dissatisfaction,5763,1,47230
3813,C-13920,남성,63,No,No,0,0,Yes,신용카드,No,No,No,Yes,26,2024-05-01,2026-01-01,No,53,,5317,5,34470
3814,C-13921,여성,53,No,No,0,0,Yes,계좌이체,No,No,No,No,24,2024-05-01,2025-05-01,Yes,73,Price,3975,3,14460
3815,C-13922,남성,51,No,Yes,3,0,Yes,신용카드,No,No,No,No,0,2022-04-01,2026-01-01,No,57,,5759,3,23960
3816,C-13923,여성,57,Yes,No,0,1,Yes,계좌이체,Yes,No,No,Yes,16,2024-02-01,2025-11-01,Yes,91,Dissatisfaction,3769,1,1360
3817,C-13924,여성,28,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,59,2024-12-01,2025-12-01,Yes,84,Competitor,4154,1,45880
3818,C-13925,남성,62,No,Yes,2,0,No,계좌이체,No,No,No,Yes,29,2024-12-01,2026-01-01,No,29,,4020,5,17740
3819,C-13926,남성,26,Yes,Yes,3,0,No,계좌이체,No,No,Yes,Yes,59,2022-12-01,2026-01-01,No,79,,3153,3,13330
3820,C-13927,남성,35,Yes,No,0,7,No,신용카드,Yes,No,No,Yes,30,2022-04-01,2026-01-01,No,26,,5344,3,55260
3821,C-13928,여성,38,No,No,0,0,No,신용카드,No,No,Yes,Yes,12,2024-02-01,2026-01-01,No,75,,5541,3,53790
3822,C-13929,여성,57,No,No,0,0,No,신용카드,No,No,No,No,0,2021-02-01,2026-01-01,No,74,,2618,3,3960
3823,C-13930,남성,75,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,26,2024-06-01,2026-01-01,No,77,,3410,4,0
3824,C-13931,남성,22,No,No,0,0,Yes,계좌이체,No,No,No,Yes,58,2020-12-01,2026-01-01,No,42,,5214,4,0
3825,C-13932,남성,54,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,22,2020-12-01,2025-01-01,Yes,100,Competitor,5157,2,23170
3826,C-13933,여성,38,Yes,No,0,5,Yes,계좌이체,No,No,No,Yes,4,2020-08-01,2025-03-01,Yes,79,Competitor,4398,2,21920
3827,C-13934,여성,49,Yes,No,0,0,No,계좌이체,No,No,No,No,0,2023-05-01,2026-01-01,No,68,,4137,3,54240
3828,C-13935,여성,79,Yes,No,0,8,No,이체/메일확인,No,No,No,No,0,2022-09-01,2026-01-01,No,80,,3136,4,28930
3829,C-13936,남성,69,No,No,0,0,Yes,계좌이체,No,No,No,Yes,5,2024-12-31,2025-02-01,Yes,69,Competitor,5057,1,38190
3830,C-13937,여성,36,Yes,No,0,2,No,신용카드,Yes,Yes,No,Yes,3,2024-09-01,2026-01-01,No,37,,3475,4,7680
3831,C-13938,여성,24,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2021-07-01,2026-01-01,No,57,,2574,3,20680
3832,C-13939,남성,46,No,No,0,0,Yes,계좌이체,No,No,No,No,14,2024-12-01,2026-01-01,No,26,,3358,4,10620
3833,C-13940,남성,38,No,No,0,0,Yes,계좌이체,No,No,No,Yes,30,2024-09-01,2026-01-01,No,49,,5344,4,23500
3834,C-13941,여성,52,No,No,0,0,No,계좌이체,No,No,No,No,0,2021-08-01,2026-01-01,No,80,,2839,5,17520
3835,C-13942,남성,42,No,No,0,0,Yes,신용카드,No,No,No,No,0,2023-12-01,2026-01-01,No,70,,5221,3,18530
3836,C-13943,남성,33,Yes,Yes,1,3,No,신용카드,No,No,No,No,0,2020-11-01,2026-01-01,No,57,,6019,5,25200
3837,C-13944,여성,70,No,No,0,0,Yes,계좌이체,No,No,No,No,30,2025-05-01,2025-06-01,Yes,68,Dissatisfaction,5056,1,49160
3838,C-13946,여성,67,Yes,Yes,1,6,Yes,계좌이체,No,Yes,No,Yes,30,2019-07-01,2026-01-01,No,48,,4892,4,44520
3839,C-13947,남성,61,No,Yes,3,0,No,신용카드,No,No,No,No,0,2024-02-29,2026-01-01,No,36,,5212,3,38990
3840,C-13948,여성,78,Yes,No,0,1,No,계좌이체,No,No,No,Yes,18,2024-11-01,2025-01-01,Yes,67,Price,4225,3,20000
3841,C-13949,남성,21,No,No,0,1,No,이체/메일확인,No,No,No,No,0,2024-12-01,2026-01-01,No,53,,2539,3,26440
3842,C-13950,여성,57,No,No,0,0,No,신용카드,No,No,No,No,0,2024-11-01,2026-01-01,No,40,,3746,5,2830
3843,C-13951,여성,80,No,No,0,0,Yes,계좌이체,No,No,No,No,17,2025-10-01,2025-11-01,Yes,67,Dissatisfaction,4902,2,39660
3844,C-13952,여성,76,No,No,0,0,Yes,계좌이체,No,No,No,Yes,16,2024-06-01,2025-10-01,Yes,96,Other,5913,2,43840
3845,C-13953,남성,47,Yes,Yes,3,1,Yes,신용카드,Yes,Yes,No,Yes,53,2022-10-01,2026-01-01,No,31,,5856,3,17740
3846,C-13954,남성,58,No,No,0,0,No,신용카드,No,No,No,No,0,2020-02-29,2026-01-01,No,20,,4335,4,33110
3847,C-13955,남성,70,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,27,2025-05-01,2025-08-01,Yes,87,Competitor,3019,1,36500
3848,C-13956,여성,36,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,16,2024-05-01,2026-01-01,No,80,,5227,5,42260
3849,C-13957,남성,52,Yes,No,0,8,Yes,계좌이체,No,Yes,No,Yes,28,2019-02-01,2026-01-01,No,20,,4420,4,32880
3850,C-13958,여성,63,Yes,No,0,1,Yes,계좌이체,No,No,No,No,5,2024-04-01,2025-01-01,Yes,95,Dissatisfaction,2445,3,16050
3851,C-13959,여성,67,Yes,No,0,1,Yes,신용카드,No,No,Yes,Yes,20,2022-09-01,2025-01-01,Yes,68,Competitor,4994,3,18530
3852,C-13960,여성,33,Yes,No,0,1,Yes,신용카드,No,No,No,Yes,29,2024-10-01,2025-01-01,Yes,78,Attitude,2270,2,16950
3853,C-13961,여성,25,No,No,0,0,Yes,이체/메일확인,No,Yes,No,Yes,52,2023-10-01,2025-08-01,Yes,85,Competitor,5313,1,32880
3854,C-13962,남성,36,No,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,17,2019-10-01,2026-01-01,No,33,,4273,4,14800
3855,C-13963,남성,46,No,No,0,0,No,이체/메일확인,Yes,No,No,Yes,16,2022-02-28,2026-01-01,No,61,,3441,3,19320
3856,C-13964,남성,21,No,No,0,0,Yes,신용카드,Yes,No,No,Yes,73,2021-02-28,2026-01-01,No,43,,5593,3,42710
3857,C-13965,여성,54,No,No,0,0,No,계좌이체,No,No,No,No,0,2024-07-01,2025-10-01,Yes,69,Other,2428,2,44970
3858,C-13966,여성,20,No,No,0,9,No,신용카드,Yes,Yes,No,Yes,76,2020-02-29,2026-01-01,No,22,,4098,3,44180
3859,C-13967,남성,22,No,No,0,1,Yes,신용카드,Yes,Yes,Yes,Yes,59,2021-05-01,2026-01-01,No,68,,4896,4,0
3860,C-13968,남성,41,Yes,No,0,1,No,계좌이체,No,No,No,No,18,2024-12-31,2025-02-01,Yes,97,Other,4094,3,21700
3861,C-13969,남성,51,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,17,2023-06-01,2025-04-01,Yes,98,Other,4152,2,40570
3862,C-13970,여성,44,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,10,2023-11-01,2025-07-01,Yes,94,Other,3298,3,0
3863,C-13971,여성,62,Yes,Yes,1,1,No,신용카드,Yes,Yes,No,Yes,18,2024-05-01,2026-01-01,No,43,,5614,3,43840
3864,C-13972,여성,60,Yes,Yes,3,6,No,계좌이체,No,Yes,No,Yes,53,2022-12-31,2026-01-01,No,53,,2404,5,46900
3865,C-13973,여성,48,No,No,0,0,Yes,계좌이체,No,No,No,Yes,23,2024-12-31,2025-02-01,Yes,95,Price,4931,2,25990
3866,C-13974,여성,39,No,No,0,0,No,신용카드,No,No,No,No,0,2018-12-31,2026-01-01,No,42,,4118,4,7680
3867,C-13975,여성,73,No,No,0,0,Yes,계좌이체,No,No,No,Yes,3,2023-11-01,2026-01-01,No,39,,3276,4,8250
3868,C-13976,남성,48,Yes,Yes,2,6,No,신용카드,No,No,No,Yes,19,2024-11-01,2026-01-01,No,46,,5010,3,32880
3869,C-13977,남성,60,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,22,2024-07-01,2026-01-01,No,75,,5552,5,30280
3870,C-13978,여성,58,No,No,0,0,No,신용카드,No,No,No,No,0,2023-12-31,2026-01-01,No,77,,2868,5,47230
3871,C-13979,여성,61,No,No,0,0,Yes,계좌이체,No,No,No,Yes,4,2024-06-01,2026-01-01,No,51,,5501,3,31080
3872,C-13980,남성,77,Yes,No,0,0,Yes,계좌이체,No,No,No,No,0,2018-12-31,2026-01-01,No,69,,4055,5,32770
3873,C-13981,여성,23,No,No,0,4,Yes,신용카드,Yes,No,No,Yes,42,2024-02-29,2026-01-01,No,26,,3403,3,42940
3874,C-13982,여성,77,No,No,0,0,Yes,계좌이체,No,Yes,No,No,12,2023-10-01,2025-06-01,Yes,87,Competitor,2666,1,55030
3875,C-13983,여성,44,No,No,0,0,Yes,신용카드,Yes,No,No,Yes,4,2023-10-01,2026-01-01,No,35,,3314,3,7010
3876,C-13984,여성,56,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,16,2020-02-29,2026-01-01,No,57,,5040,4,33340
3877,C-13985,남성,30,No,Yes,3,0,Yes,계좌이체,No,No,No,No,0,2023-11-01,2025-07-01,Yes,86,Attitude,3785,2,25760
3878,C-13986,여성,25,Yes,No,0,1,No,계좌이체,Yes,No,No,Yes,82,2021-02-28,2026-01-01,No,72,,3358,3,50510
3879,C-13987,남성,47,No,No,0,0,No,신용카드,No,No,No,No,0,2024-09-01,2026-01-01,No,35,,2195,4,7800
3880,C-13988,여성,53,Yes,Yes,1,9,Yes,신용카드,No,No,No,No,0,2022-02-03,2026-01-01,No,38,,5070,3,37060
3881,C-13989,여성,31,No,No,0,0,No,신용카드,No,No,No,No,0,2025-08-01,2025-09-01,Yes,70,Price,4285,1,45770
3882,C-13990,여성,43,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2024-04-01,2026-01-01,No,64,,4283,4,53000
3883,C-13991,여성,50,No,No,0,0,Yes,계좌이체,Yes,No,No,No,25,2023-05-01,2026-01-01,No,70,,3027,3,27910
3884,C-13992,여성,44,No,Yes,1,0,Yes,신용카드,No,No,No,No,0,2022-02-03,2026-01-01,No,72,,3726,4,28820
3885,C-13993,남성,46,No,No,0,0,Yes,계좌이체,No,No,No,Yes,9,2023-04-01,2026-01-01,No,69,,4649,4,55480
3886,C-13994,여성,76,No,No,0,0,No,신용카드,Yes,No,No,Yes,14,2020-12-01,2026-01-01,No,22,,5348,3,28020
3887,C-13995,여성,51,No,Yes,3,0,Yes,계좌이체,Yes,No,Yes,No,56,2024-10-01,2026-01-01,No,54,,5613,3,44750
3888,C-13996,여성,51,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,10,2021-02-01,2026-01-01,No,74,,3723,4,16390
3889,C-13997,남성,28,No,Yes,1,0,Yes,신용카드,Yes,No,No,Yes,59,2023-12-01,2026-01-01,No,34,,4929,3,21700
3890,C-13998,여성,23,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,42,2022-07-01,2026-01-01,No,25,,5455,4,0
3891,C-13999,여성,29,Yes,No,0,1,Yes,계좌이체,Yes,No,Yes,Yes,59,2020-02-29,2026-01-01,No,69,,5724,4,35370
3892,C-14000,여성,60,Yes,No,0,6,Yes,계좌이체,No,No,No,No,0,2020-08-01,2026-01-01,No,42,,4836,3,12880
