No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
NOLSM90653244,2,Oxidation,dry,967.822439,O2,35.318829,0.217049,81,709.820845,3,13,19-02-2026
NOLSM2523258206,3,Oxidation,dry,956.952769,O2,28.645735,0.210032,0,699.585872,3,14,19-02-2026
NOLSM43261319724,3,Oxidation,dry,1114.751521,O2,30.902742,0.201941,156,716.982826,3,15,19-02-2026
NOLSM3437504025,3,Oxidation,dry,1120.029237,O2,35.734304,0.210927,170,703.506265,3,16,19-02-2026
NOLSM23909167,3,Oxidation,dry,1097.881101,O2,31.021531,0.215895,29,713.328679,3,17,19-02-2026
NOLSM85033609,3,Oxidation,wet,1102.35087,H2O,37.569793,0.204987,68,693.647054,3,18,19-02-2026
NOLSM09200318,3,Oxidation,wet,1153.315851,H2O,31.360614,0.188999,81,718.166105,3,19,19-02-2026
NOLSM21084576,3,Oxidation,dry,991.066553,O2,34.823735,0.205028,109,708.636918,3,20,19-02-2026
NOLSM682975730292,1,Oxidation,dry,1090.31981,O2,41.218326,0.205991,82,703.1603,3,21,19-02-2026
NOLSM045873520875,1,Oxidation,wet,979.12157,H2O,39.66656,0.224028,136,700.434175,3,22,19-02-2026
NOLSM4861589048,1,Oxidation,dry,1141.622908,O2,37.39156,0.20297,166,713.808908,3,23,19-02-2026
NOLSM22982892798,1,Oxidation,wet,1002.981301,H2O,34.934827,0.207061,210,719.135462,3,24,19-02-2026
NOLSM0865346853,1,Oxidation,dry,1068.019284,O2,29.993026,0.197982,114,715.878265,3,25,19-02-2026
NOLSM39213501720,1,Oxidation,wet,1081.289358,H2O,30.271669,0.194063,77,715.775503,3,26,19-02-2026
NOLSM213391023,1,Oxidation,dry,1000.888232,O2,44.375339,0.215031,218,710.876906,3,27,19-02-2026
NOLSM5413536559,3,Oxidation,dry,872.330844,O2,22.207677,0.216,223,713.063663,23,1,19-02-2026
NOLSM685755359,3,Oxidation,dry,871.637208,O2,22.158901,0.218035,225,714.305075,23,2,19-02-2026
NOLSM95061589234,3,Oxidation,dry,873.145838,O2,22.203831,0.217905,225,714.859519,23,3,19-02-2026
NOLSM957228573486,3,Oxidation,dry,872.218014,O2,22.201601,0.217949,225,714.770866,23,4,19-02-2026
NOLSM682239644372,3,Oxidation,dry,871.567682,O2,22.267089,0.219001,226,715.232341,23,5,19-02-2026
NOLSM13737481761,1,Oxidation,dry,873.689387,O2,22.234857,0.218918,226,715.387585,23,6,19-02-2026
NOLSM587609209521,1,Oxidation,dry,871.155593,O2,22.21372,0.218005,225,714.495941,23,7,19-02-2026
NOLSM917086044106,1,Oxidation,dry,872.514786,O2,22.221293,0.216992,224,713.187957,23,8,19-02-2026
NOLSM87639678844,1,Oxidation,dry,873.840233,O2,22.263491,0.210986,218,708.131696,23,9,19-02-2026
NOLSM2404846987,1,Oxidation,dry,872.620757,O2,22.236347,0.208956,216,706.012739,23,10,19-02-2026
NOLSM149709304116,1,Oxidation,dry,872.213808,O2,22.308198,0.210036,217,706.473338,23,11,19-02-2026
NOLSM12216084322,1,Oxidation,dry,870.877803,O2,22.182505,0.208978,216,705.967284,23,12,19-02-2026
NOLSM201625394719,1,Oxidation,dry,872.23018,O2,22.230372,0.207991,215,704.747295,23,13,19-02-2026
NOLSM181036198007,1,Oxidation,dry,872.260516,O2,22.253927,0.209053,216,705.808741,23,14,19-02-2026
NOLSM875351492207,2,Oxidation,dry,873.586367,O2,22.353751,0.209975,217,707.277274,23,15,19-02-2026
NOLSM203000105,2,Oxidation,dry,872.683742,O2,22.193775,0.210012,217,706.920191,23,16,19-02-2026
NOLSM90988072,2,Oxidation,dry,872.198,O2,22.203498,0.208965,216,706.430058,23,17,19-02-2026
NOLSM60260841,2,Oxidation,dry,869.918261,O2,22.214324,0.207063,214,703.90463,23,18,19-02-2026
NOLSM73941468795,2,Oxidation,dry,872.39119,O2,22.153366,0.208024,215,704.937801,23,19,19-02-2026
NOLSM862048757725,2,Oxidation,dry,871.922411,O2,22.147038,0.207072,214,703.945807,23,20,19-02-2026
NOLSM695115258,2,Oxidation,dry,872.557746,O2,22.187392,0.209032,216,705.497164,23,21,19-02-2026
NOLSM021212361,2,Oxidation,dry,871.738011,O2,22.197014,0.20905,216,705.602572,23,22,19-02-2026
NOLSM157392809,3,Oxidation,dry,872.388823,O2,22.218127,0.212028,219,708.404984,23,23,19-02-2026
NOLSM628085088,3,Oxidation,dry,872.86273,O2,22.279728,0.209962,217,707.026059,23,24,19-02-2026
NOLSM946272963461,3,Oxidation,dry,871.534031,O2,22.256266,0.211985,219,708.837979,23,25,19-02-2026
NOLSM62397284179,3,Oxidation,dry,872.937251,O2,22.222241,0.21203,219,708.935628,23,26,19-02-2026
NOLSM081358087616,3,Oxidation,dry,872.926874,O2,22.22935,0.213017,220,709.836926,23,27,19-02-2026
NOLSM831483472,2,Oxidation,wet,1058.522707,H2O,30.77981,0.198948,85,713.661836,4,28,20-02-2026
NOLSM27995937,2,Oxidation,dry,1051.921289,O2,29.569179,0.217049,172,731.599347,4,29,20-02-2026
NOLSM219738289541,2,Oxidation,dry,1098.786959,O2,36.284358,0.207056,53,714.80452,4,30,20-02-2026
NOLSM534563746546,2,Oxidation,dry,1121.816471,O2,30.728382,0.205025,122,709.802777,4,31,20-02-2026
NOLSM3627933074,2,Oxidation,dry,1052.317042,O2,37.075899,0.212013,89,696.927472,4,32,20-02-2026
NOLSM24369415,2,Oxidation,wet,991.703986,H2O,32.119043,0.206005,84,716.693236,4,33,20-02-2026
NOLSM350036604546,2,Oxidation,wet,1202.417772,H2O,27.308992,0.20296,145,713.726733,4,34,20-02-2026
NOLSM482819657851,2,Oxidation,dry,980.837103,O2,34.142016,0.200972,143,696.612015,4,35,20-02-2026
NOLSM322490836,2,Oxidation,dry,1053.131978,O2,35.127482,0.215009,16,711.369819,4,36,20-02-2026
NOLSM4334596488,2,Oxidation,wet,1085.937838,H2O,35.877415,0.20491,137,719.543746,4,37,20-02-2026
NOLSM41369562,2,Oxidation,dry,954.932892,O2,34.97594,0.192026,48,714.61893,4,38,20-02-2026
NOLSM555851836589,2,Oxidation,dry,1125.836299,O2,38.140919,0.207964,44,706.890121,4,39,20-02-2026
NOLSM274522651974,2,Oxidation,wet,1140.407648,H2O,28.285359,0.223006,94,717.082915,4,40,20-02-2026
NOLSM9422026803,2,Oxidation,wet,1107.615143,H2O,37.704095,0.211032,67,719.178629,4,41,20-02-2026
NOLSM653253418,2,Oxidation,wet,1067.110752,H2O,33.711826,0.208989,70,705.715601,4,42,20-02-2026
NOLSM376375734,2,Oxidation,dry,883.592496,O2,44.5219,0.207954,74,713.3814,4,43,20-02-2026
NOLSM63487161920,2,Oxidation,dry,1218.028928,O2,30.927152,0.20601,74,711.41241,4,44,20-02-2026
NOLSM245644708,2,Oxidation,dry,1036.712644,O2,36.139336,0.208978,116,712.076654,4,45,20-02-2026
NOLSM5315973760,2,Oxidation,dry,1054.310244,O2,33.605784,0.19396,80,701.365405,4,46,20-02-2026
NOLSM758610841395,2,Oxidation,wet,1132.086663,H2O,41.082684,0.201046,83,697.526372,4,47,20-02-2026
NOLSM75394337,2,Oxidation,dry,1052.786628,O2,38.136502,0.200043,95,713.181913,4,48,20-02-2026
NOLSM21904398844,2,Oxidation,dry,1023.063035,O2,30.299698,0.216009,96,722.520107,4,49,20-02-2026
NOLSM57477250464,2,Oxidation,dry,1071.617168,O2,29.171949,0.205951,82,700.996169,4,50,20-02-2026
NOLSM1181682605,2,Oxidation,dry,1071.506801,O2,33.521124,0.205967,89,712.297793,4,51,20-02-2026
NOLSM1904513200,2,Oxidation,wet,977.923827,H2O,28.789929,0.198039,51,709.902994,4,52,20-02-2026
NOLSM1194464295,2,Oxidation,dry,1215.959261,O2,31.752301,0.203987,141,720.445154,4,53,20-02-2026
NOLSM7562687199,2,Oxidation,wet,1134.443313,H2O,39.813445,0.216971,82,707.380092,4,54,20-02-2026
NOLSM169385825576,2,Oxidation,dry,887.250676,O2,22.255271,0.211992,32,709.089175,24,28,20-02-2026
NOLSM0191035338,2,Oxidation,dry,891.65048,O2,22.257977,0.212006,31,708.999851,24,29,20-02-2026
NOLSM064415445,2,Oxidation,dry,883.575944,O2,22.22889,0.211053,32,707.534693,24,30,20-02-2026
NOLSM407065745,2,Oxidation,dry,880.148377,O2,22.218681,0.211042,30,708.267119,24,31,20-02-2026
NOLSM99061000103,2,Oxidation,dry,874.743274,O2,32.800641,0.211012,28,707.863966,24,32,20-02-2026
NOLSM99692811685,2,Oxidation,dry,885.489444,O2,31.835114,0.211955,31,708.526996,24,33,20-02-2026
NOLSM0534321193,2,Oxidation,dry,890.537258,O2,39.51766,0.211021,30,695.719433,24,34,20-02-2026
NOLSM5922348408,2,Oxidation,dry,882.645678,O2,32.940711,0.216966,27,713.405795,24,35,20-02-2026
NOLSM139581880558,2,Oxidation,dry,875.554542,O2,38.103655,0.215004,27,711.950157,24,36,20-02-2026
NOLSM170492549320,2,Oxidation,dry,881.006904,O2,39.91784,0.215003,27,711.612098,24,37,20-02-2026
NOLSM4787597485,2,Oxidation,dry,880.185169,O2,35.69104,0.199981,24,711.418281,24,38,20-02-2026
NOLSM609074985,2,Oxidation,dry,883.634442,O2,28.576407,0.194041,23,711.548688,24,39,20-02-2026
NOLSM050429980528,2,Oxidation,dry,890.236537,O2,34.592278,0.217019,23,709.674633,24,40,20-02-2026
NOLSM682220885,2,Oxidation,dry,885.536193,O2,34.968096,0.200938,23,710.173155,24,41,20-02-2026
NOLSM80220537,2,Oxidation,dry,893.678566,O2,22.303839,0.203977,24,710.114653,24,42,20-02-2026
NOLSM41906922526,2,Oxidation,dry,885.116661,O2,22.26608,0.203994,25,709.32149,24,43,20-02-2026
NOLSM081399100068,2,Oxidation,dry,875.601507,O2,22.196478,0.199945,25,710.094008,24,44,20-02-2026
NOLSM95421116,2,Oxidation,dry,875.189289,O2,22.201151,0.199007,25,710.387548,24,45,20-02-2026
NOLSM69093869561,2,Oxidation,dry,884.257551,O2,22.187389,0.202978,25,708.84801,24,46,20-02-2026
NOLSM98112223,2,Oxidation,dry,878.616709,O2,22.120944,0.203985,25,709.610304,24,47,20-02-2026
NOLSM0030316511,2,Oxidation,dry,887.32487,O2,22.184958,0.188994,25,709.80066,24,48,20-02-2026
NOLSM03143044413,2,Oxidation,dry,882.016414,O2,22.1973,0.218034,27,710.564252,24,49,20-02-2026
NOLSM569229180227,2,Oxidation,dry,892.44032,O2,22.175517,0.202032,28,711.925144,24,50,20-02-2026
NOLSM52023023630,2,Oxidation,dry,873.703076,O2,22.258611,0.215902,29,711.820825,24,51,20-02-2026
NOLSM58630685,2,Oxidation,dry,875.499017,O2,22.168672,0.208993,29,710.803311,24,52,20-02-2026
NOLSM08603412136,2,Oxidation,dry,882.029402,O2,22.259193,0.202987,29,721.727998,24,53,20-02-2026
NOLSM602104274467,2,Oxidation,dry,878.327447,O2,22.312833,0.204951,30,722.250834,24,54,20-02-2026
NOLSM48863143,1,Oxidation,wet,1054.036966,H2O,30.759763,0.199116,85,713.711408,4,1,20-02-2026
NOLSM062543284963,2,Oxidation,dry,1037.545739,O2,29.564049,0.216909,172,731.556332,4,2,20-02-2026
NOLSM19477781,2,Oxidation,dry,1088.850759,O2,36.216555,0.20698,53,714.847029,4,3,20-02-2026
NOLSM95541700084,2,Oxidation,dry,1115.865941,O2,30.84125,0.205002,122,709.85336,4,4,20-02-2026
NOLSM10312172156,2,Oxidation,dry,1041.72874,O2,37.112121,0.211939,89,696.932625,4,5,20-02-2026
NOLSM93452224,2,Oxidation,wet,986.969069,H2O,32.036563,0.206013,84,716.639069,4,6,20-02-2026
NOLSM5884763029,2,Oxidation,wet,1187.749314,H2O,27.234002,0.202996,145,713.811715,4,7,20-02-2026
NOLSM923888808178,2,Oxidation,dry,965.891079,O2,34.172153,0.201061,143,696.5415,4,8,20-02-2026
NOLSM78496233937,2,Oxidation,dry,1035.680516,O2,35.056534,0.215036,16,711.443793,4,9,20-02-2026
NOLSM145369371,3,Oxidation,wet,1065.146331,H2O,35.882832,0.205016,137,719.546991,4,10,20-02-2026
NOLSM364912346,3,Oxidation,dry,951.516745,O2,34.911737,0.191974,48,714.54816,4,11,20-02-2026
NOLSM8924465205,3,Oxidation,dry,1120.637214,O2,38.225405,0.20798,44,706.858866,4,12,20-02-2026
NOLSM5318507965,3,Oxidation,wet,1129.114387,H2O,28.318195,0.222969,94,717.144075,4,13,20-02-2026
NOLSM09436106747,3,Oxidation,wet,1101.314446,H2O,37.678113,0.210998,67,719.177652,4,14,20-02-2026
NOLSM72650435831,3,Oxidation,wet,1058.666956,H2O,33.620755,0.208958,70,705.769574,4,15,20-02-2026
NOLSM70535282246,3,Oxidation,dry,876.201214,O2,44.494416,0.208048,74,713.401152,4,16,20-02-2026
NOLSM24429885,3,Oxidation,dry,1199.916487,O2,30.827654,0.205976,74,711.485669,4,17,20-02-2026
NOLSM334176607085,1,Oxidation,dry,1020.246703,O2,36.157389,0.209042,116,712.088537,4,18,20-02-2026
NOLSM50211362,1,Oxidation,dry,1041.632176,O2,33.537252,0.193965,80,701.543988,4,19,20-02-2026
NOLSM36017247,1,Oxidation,wet,1112.863771,H2O,41.042189,0.200961,83,697.641189,4,20,20-02-2026
NOLSM019291840728,1,Oxidation,dry,1049.29999,O2,38.066232,0.200057,95,713.141822,4,21,20-02-2026
NOLSM53881953,1,Oxidation,dry,1021.399761,O2,30.413595,0.216022,96,722.573401,4,22,20-02-2026
NOLSM9578817743,1,Oxidation,dry,1057.73668,O2,29.223529,0.206,82,700.971214,4,23,20-02-2026
NOLSM39329226,1,Oxidation,dry,1057.559247,O2,33.582765,0.206097,89,712.329167,4,24,20-02-2026
NOLSM481317309262,1,Oxidation,wet,959.302116,H2O,28.767821,0.198022,51,709.960598,4,25,20-02-2026
NOLSM173037805370,2,Oxidation,dry,1211.113429,O2,31.703514,0.204068,141,720.416981,4,26,20-02-2026
NOLSM031981320017,2,Oxidation,wet,1118.993886,H2O,39.931113,0.216974,82,707.371379,4,27,20-02-2026
NOLSM050985950,3,Oxidation,dry,872.179501,O2,22.188702,0.211969,219,709.119891,24,1,20-02-2026
NOLSM0873211209,3,Oxidation,dry,873.069336,O2,22.263166,0.211947,219,709.0009,24,2,20-02-2026
NOLSM553305793,3,Oxidation,dry,872.45338,O2,22.253553,0.211022,218,707.499555,24,3,20-02-2026
NOLSM31372491,3,Oxidation,dry,873.469216,O2,22.294118,0.211014,218,708.271179,24,4,20-02-2026
NOLSM20648206,1,Oxidation,dry,873.30264,O2,22.287216,0.211071,218,707.833566,24,5,20-02-2026
NOLSM1183088558,1,Oxidation,dry,872.074096,O2,22.276083,0.212011,219,708.493976,24,6,20-02-2026
NOLSM833869470,1,Oxidation,dry,872.583664,O2,22.269145,0.211045,218,708.253597,24,7,20-02-2026
NOLSM11853168130,1,Oxidation,dry,873.169185,O2,22.182402,0.21706,224,713.486711,24,8,20-02-2026
NOLSM20354811,1,Oxidation,dry,872.80698,O2,22.250159,0.215026,222,711.858698,24,9,20-02-2026
NOLSM23858488086,1,Oxidation,dry,872.887331,O2,22.187687,0.215014,222,711.560499,24,10,20-02-2026
NOLSM7203003709,1,Oxidation,dry,872.813566,O2,22.191366,0.214942,222,711.414149,24,11,20-02-2026
NOLSM854888279,2,Oxidation,dry,873.273556,O2,22.19032,0.214902,222,711.510282,24,12,20-02-2026
NOLSM36739501432,2,Oxidation,dry,872.849798,O2,22.296567,0.213104,220,709.567957,24,13,20-02-2026
NOLSM5959716615,2,Oxidation,dry,873.006133,O2,22.288952,0.212991,220,710.181662,24,14,20-02-2026
NOLSM187654845287,2,Oxidation,dry,873.131394,O2,22.364569,0.212943,220,710.154814,24,15,20-02-2026
NOLSM00139463,2,Oxidation,dry,873.114297,O2,22.183443,0.212087,219,709.285415,24,16,20-02-2026
NOLSM072810972027,2,Oxidation,dry,871.51421,O2,22.282454,0.212992,220,710.070334,24,17,20-02-2026
NOLSM3967603986,2,Oxidation,dry,873.134875,O2,22.275298,0.213991,221,710.401432,24,18,20-02-2026
NOLSM07365699052,3,Oxidation,dry,872.115202,O2,22.171369,0.212063,219,708.908296,24,19,20-02-2026
NOLSM309712613,3,Oxidation,dry,871.385081,O2,22.200707,0.213068,220,709.483955,24,20,20-02-2026
NOLSM62171962352,3,Oxidation,dry,871.504664,O2,22.151632,0.212958,220,709.953682,24,21,20-02-2026
NOLSM73015086,3,Oxidation,dry,871.648993,O2,22.238811,0.214004,221,710.437354,24,22,20-02-2026
NOLSM28740199,3,Oxidation,dry,872.697731,O2,22.122525,0.215035,222,712.032521,24,23,20-02-2026
NOLSM97812201,3,Oxidation,dry,872.103661,O2,22.147621,0.215,222,711.844009,24,24,20-02-2026
NOLSM465173137,3,Oxidation,dry,873.403212,O2,22.262099,0.214008,221,710.777432,24,25,20-02-2026
NOLSM87798680,3,Oxidation,dry,872.75704,O2,22.314158,0.225038,232,721.715553,24,26,20-02-2026
NOLSM31703815,1,Oxidation,dry,872.296683,O2,22.19106,0.226101,233,722.286956,24,27,20-02-2026
NOLSM35938774500,2,Oxidation,wet,1066.008932,H2O,40.44394,0.210996,77,696.453061,5,28,21-02-2026
NOLSM32488262,2,Oxidation,wet,989.852784,H2O,28.296911,0.220941,117,718.185863,5,29,21-02-2026
NOLSM3154991911,2,Oxidation,wet,1033.508837,H2O,25.449321,0.198037,128,703.172903,5,30,21-02-2026
NOLSM28401675615,2,Oxidation,dry,1170.845016,O2,32.005927,0.208879,138,711.799908,5,31,21-02-2026
NOLSM53312953202,2,Oxidation,dry,992.489853,O2,34.882497,0.218996,127,708.123014,5,32,21-02-2026
NOLSM33064046,2,Oxidation,dry,1087.573403,O2,45.977956,0.186899,145,708.13962,5,33,21-02-2026
NOLSM478051740,2,Oxidation,wet,997.943378,H2O,33.747972,0.221932,72,696.199714,5,34,21-02-2026
NOLSM941350865077,2,Oxidation,wet,1131.932898,H2O,34.785622,0.196933,127,708.256091,5,35,21-02-2026
NOLSM30879616329,2,Oxidation,dry,925.757044,O2,34.138396,0.212003,53,709.331727,5,36,21-02-2026
NOLSM95616911060,2,Oxidation,wet,1221.437406,H2O,33.842831,0.196017,72,720.650212,5,37,21-02-2026
NOLSM7051815380,2,Oxidation,dry,1042.748444,O2,31.318721,0.204037,28,727.592983,5,38,21-02-2026
NOLSM92526891,2,Oxidation,dry,1024.220491,O2,34.660514,0.216007,46,704.942667,5,39,21-02-2026
NOLSM25428729444,2,Oxidation,wet,1119.293339,H2O,33.907572,0.204948,130,704.188604,5,40,21-02-2026
NOLSM2784974313,2,Oxidation,wet,1162.744293,H2O,39.008789,0.206015,145,710.868767,5,41,21-02-2026
NOLSM668343342,2,Oxidation,dry,1188.962016,O2,37.326474,0.208844,36,715.966093,5,42,21-02-2026
NOLSM60002878,2,Oxidation,wet,1078.129927,H2O,31.848044,0.204001,162,696.580934,5,43,21-02-2026
NOLSM698477247922,2,Oxidation,dry,1182.979538,O2,34.698109,0.216,41,712.639719,5,44,21-02-2026
NOLSM77194122472,2,Oxidation,dry,1149.267612,O2,31.128224,0.206,31,690.557654,5,45,21-02-2026
NOLSM999315334804,2,Oxidation,dry,1193.673354,O2,28.665454,0.210012,150,703.155945,5,46,21-02-2026
NOLSM123092008333,2,Oxidation,wet,1182.323544,H2O,34.794966,0.217966,199,709.48361,5,47,21-02-2026
NOLSM8735150470,2,Oxidation,dry,1005.111948,O2,36.111319,0.191081,143,711.773176,5,48,21-02-2026
NOLSM1267370234,2,Oxidation,wet,964.640348,H2O,35.484356,0.187004,100,681.427066,5,49,21-02-2026
NOLSM816291827044,2,Oxidation,wet,1185.588281,H2O,34.831456,0.208049,158,710.389106,5,50,21-02-2026
NOLSM4751629833,2,Oxidation,wet,1176.156308,H2O,30.843572,0.215967,131,689.261828,5,51,21-02-2026
NOLSM99702765607,2,Oxidation,wet,1027.985957,H2O,33.876815,0.18704,67,709.654484,5,52,21-02-2026
NOLSM03140041896,2,Oxidation,wet,1100.9438,H2O,34.032063,0.214967,35,714.120391,5,53,21-02-2026
NOLSM67774661212,2,Oxidation,dry,1093.811561,O2,32.380332,0.208014,41,695.856804,5,54,21-02-2026
NOLSM63769534,3,Oxidation,dry,877.774297,O2,22.144033,0.193924,230,719.322972,25,28,21-02-2026
NOLSM722484048,3,Oxidation,dry,887.408133,O2,22.256432,0.202982,233,722.343049,25,29,21-02-2026
NOLSM99421840,3,Oxidation,dry,876.95749,O2,22.274353,0.205032,230,719.547208,25,30,21-02-2026
NOLSM135729953,3,Oxidation,dry,874.59581,O2,22.139113,0.203017,32,719.310511,25,31,21-02-2026
NOLSM85119846,3,Oxidation,dry,874.117789,O2,22.18192,0.212034,32,720.142503,25,32,21-02-2026
NOLSM47368187,3,Oxidation,dry,878.222902,O2,22.320146,0.211936,32,716.608512,25,33,21-02-2026
NOLSM096446930,3,Oxidation,dry,883.937878,O2,22.417776,0.205016,32,723.121765,25,34,21-02-2026
NOLSM07349909,3,Oxidation,dry,888.394682,O2,22.252657,0.20994,31,724.198447,25,35,21-02-2026
NOLSM1581541810,3,Oxidation,dry,876.944318,O2,22.454648,0.20605,32,725.269702,25,36,21-02-2026
NOLSM88738109,3,Oxidation,dry,879.029444,O2,22.231741,0.217988,31,722.834437,25,37,21-02-2026
NOLSM1735384585,3,Oxidation,dry,893.869697,O2,22.372822,0.226959,34,723.294659,25,38,21-02-2026
NOLSM081139926,3,Oxidation,dry,885.746889,O2,32.771879,0.226021,33,722.704615,25,39,21-02-2026
NOLSM2862228767,3,Oxidation,dry,894.205194,O2,31.8638,0.227039,32,723.952711,25,40,21-02-2026
NOLSM84448415,3,Oxidation,dry,879.798879,O2,39.461122,0.227985,32,724.598558,25,41,21-02-2026
NOLSM6615802561,3,Oxidation,dry,888.753239,O2,32.828963,0.227008,32,723.88192,25,42,21-02-2026
NOLSM758888199,3,Oxidation,dry,883.349537,O2,38.157047,0.22598,32,695.741943,25,43,21-02-2026
NOLSM648096948637,3,Oxidation,dry,879.375805,O2,39.942244,0.225017,31,721.534876,25,44,21-02-2026
NOLSM89353057,3,Oxidation,dry,879.30502,O2,35.650307,0.223018,32,719.847338,25,45,21-02-2026
NOLSM279805971303,3,Oxidation,dry,877.779378,O2,28.59968,0.222968,30,719.638937,25,46,21-02-2026
NOLSM232566042,3,Oxidation,dry,880.779454,O2,34.542757,0.223032,28,719.491251,25,47,21-02-2026
NOLSM00197392718,3,Oxidation,dry,884.97253,O2,34.977683,0.222988,31,719.919116,25,48,21-02-2026
NOLSM80496348551,3,Oxidation,dry,879.106491,O2,32.580838,0.221079,30,717.632041,25,49,21-02-2026
NOLSM39266542,3,Oxidation,dry,888.020278,O2,38.069136,0.220968,27,717.984198,25,50,21-02-2026
NOLSM43214111176,3,Oxidation,dry,880.05971,O2,33.839916,0.220983,27,717.696644,25,51,21-02-2026
NOLSM20580039,3,Oxidation,dry,890.400147,O2,22.529637,0.221995,27,718.487129,25,52,21-02-2026
NOLSM85441263,3,Oxidation,dry,875.192893,O2,22.498732,0.222011,24,719.062538,25,53,21-02-2026
NOLSM50734912,3,Oxidation,dry,888.525467,O2,22.451647,0.221983,23,718.628775,25,54,21-02-2026
NOLSM72115138920,2,Oxidation,wet,1062.977747,H2O,40.488552,0.211078,77,696.432138,5,1,21-02-2026
NOLSM996883705,2,Oxidation,wet,981.800431,H2O,28.269174,0.221098,117,718.171852,5,2,21-02-2026
NOLSM731373764,2,Oxidation,wet,1027.363338,H2O,25.472591,0.197993,128,703.122506,5,3,21-02-2026
NOLSM239440004,2,Oxidation,dry,1169.917961,O2,32.182697,0.209053,138,711.733499,5,4,21-02-2026
NOLSM279791789,2,Oxidation,dry,989.756011,O2,34.980572,0.218979,127,708.10847,5,5,21-02-2026
NOLSM502422847,2,Oxidation,dry,1076.858378,O2,45.978563,0.187049,145,704.472311,5,6,21-02-2026
NOLSM22141135575,3,Oxidation,wet,980.700727,H2O,33.773969,0.221943,72,711.348323,5,7,21-02-2026
NOLSM46983905165,3,Oxidation,wet,1119.505501,H2O,34.823514,0.197034,127,705.971179,5,8,21-02-2026
NOLSM55382097,3,Oxidation,dry,922.861514,O2,34.192584,0.211966,53,720.626078,5,9,21-02-2026
NOLSM0815856840,3,Oxidation,wet,1203.732995,H2O,33.798951,0.196059,72,704.158181,5,10,21-02-2026
NOLSM96714766,3,Oxidation,dry,1027.15196,O2,31.326231,0.204032,28,727.538506,5,11,21-02-2026
NOLSM19283093779,3,Oxidation,dry,1020.292632,O2,34.631642,0.215975,46,705.023208,5,12,21-02-2026
NOLSM193670705,3,Oxidation,wet,1106.587643,H2O,33.965684,0.205015,130,704.194096,5,13,21-02-2026
NOLSM965905256588,3,Oxidation,wet,1150.561938,H2O,38.985468,0.205976,145,710.978318,5,14,21-02-2026
NOLSM923978792672,3,Oxidation,dry,1181.496679,O2,37.382229,0.209022,36,715.959514,5,15,21-02-2026
NOLSM62066319,1,Oxidation,wet,1060.609016,H2O,31.880266,0.203946,162,696.591219,5,16,21-02-2026
NOLSM859801521563,1,Oxidation,dry,1180.840211,O2,34.643937,0.216028,41,712.636784,5,17,21-02-2026
NOLSM982148057652,1,Oxidation,dry,1149.029523,O2,31.166847,0.205997,31,690.578306,5,18,21-02-2026
NOLSM40898068,1,Oxidation,dry,1187.477902,O2,28.717731,0.209982,150,703.173505,5,19,21-02-2026
NOLSM959024647,1,Oxidation,wet,1181.523475,H2O,34.809035,0.217889,199,709.486954,5,20,21-02-2026
NOLSM514609887846,1,Oxidation,dry,998.992539,O2,36.127016,0.190946,143,711.886027,5,21,21-02-2026
NOLSM68284876,1,Oxidation,wet,960.201009,H2O,35.487063,0.186895,100,681.400974,5,22,21-02-2026
